query_id	query	pub_desc	pub_narr
6213	religionszugehörigkeit	The user is seeking empirical research and data on religious affiliation in Germany—its distribution and how it correlates (and sometimes fails to predict) religiosity, attitudes, and behaviors (e.g., civic engagement, diversity views, family and political outcomes), including among youth, refugees, and across regions and denominations. The aim is to assess the social significance of religious affiliation relative to other factors and its implications for integration and policy debates.	A document is relevant if it directly examines religious affiliation (Religionszugehörigkeit) as a measured category—such as reporting its distribution across regions or time (e.g., ALLBUS Christian/atheist shares, East–West differences) or analyzing its associations with outcomes like social capital, civic engagement, or divorce risk (e.g., lower risk among Catholics), or among refugees and youth. It is also relevant when it compares denominations (Protestant/Catholic/Muslim), uses ALLBUS/SOEP to model effects, or critically evaluates whether affiliation is an adequate proxy for religiosity, because these still center the concept and its measurement. Only marginally relevant are texts that mention the term in passing—listing it as a control in studies of family ties, including it in CV policy debates about removing private data, or legal pieces that say “regardless of religious affiliation” without analyzing affiliation. Not relevant are works about religion or secularization that never classify people by affiliation, or studies focused on other determinants (e.g., party identification, parenting roles) without claims about affiliation. Edge cases include attitude studies where results hinge on affiliation categories (e.g., homophobia linked to Islamic affiliation—relevant) and church-internal analyses of antisemitism that become relevant only if they test links between Christian affiliation and attitudes using population data.
62289	generation y	The user is seeking research on Generation Y (millennials)—who they are and how their attitudes and behaviors differ from other cohorts—particularly regarding family and gender role values, consumer/sports hero preferences, and adoption of digital health technologies.	A document is relevant if it explicitly focuses on Generation Y (also called Gen Y or Millennials), defines the cohort by birth years, and examines their attitudes, behaviors, or needs—such as comparisons with Generation X, marketing responses, or health technology usage. Examples of clearly relevant items include studies of Israeli Gen Y views on family and gender roles, research on Canadian Gen Y youth’s sport-hero preferences for endorsement strategy, and analyses of Gen Y preferences for transparency and efficiency in digital health tools. Content that only mentions an age band (e.g., 18–29 or “born after 1978”) can be conditionally relevant if it explicitly maps that band to the Generation Y cohort; otherwise, adolescent or youth studies without cohort framing are not. Non-relevant documents include those where “generation” and “y” co-occur incidentally (e.g., Spanish texts where “y” is the conjunction “and”) or materials about diasporas, labor markets, or politics that do not analyze the Gen Y cohort. Edge cases include region-specific cohort cutoffs that differ by country, mislabeling younger teens as Gen Y, and technical uses of “Y” (e.g., Y chromosome or engineering terms) that produce false positives.
62491	generation	The query seeks an overview of research on generations and intergenerational dynamics, focusing on cohort differences and trends in religion, trust, education and immigrant assimilation, political participation, national identity, and legal/ethical frameworks for intergenerational justice and future generations’ rights. It also notes methodological and data-generation approaches used to analyze these patterns.	A document is relevant if it uses “generation” to mean age cohorts or intergenerational relations (e.g., analyses of first/second immigrant generations, the 1968 generation, secularization across younger vs. older generations, or legal debates about the rights of future generations), or if it uses “generation” in the production sense (e.g., data generation mechanisms or generated populations for simulations). Items focused on “generalized trust,” “generalization,” or “generativity” are typically non-relevant despite lexical overlap, unless they also explicitly analyze generations as cohorts. Strong examples from the paragraph include studies of UK ethno-generational educational attainment, Mexican American vote choice by generation, national pride shifting by birth cohort, and intergenerational justice in climate law; the “state of the art of data generation mechanisms” is also relevant in the creation sense. Edge cases include plural and compound forms like “generations,” “intergenerational,” and “next-generation” (relevant), cross-language uses such as German “Generation” (relevant), and past-tense “generated” which is relevant only when tied to the act of producing something (e.g., datasets), not when embedded in unrelated words like “generalized.” Documents that merely mention generations in passing while centering other constructs (e.g., trust without a cohort focus) may be only weakly relevant.
6267	abtreibung	The user seeks an overview of abortion as a contested social issue, including its legal regulation, historical evolution, feminist and political debates, and public attitudes. The focus is on Germany (East/West differences and post-reunification changes) with comparative perspectives from other countries.	A document is relevant to the query “abtreibung” if it substantively addresses induced abortion (using terms like Abtreibung, Schwangerschaftsabbruch, Abtreibungsrecht), for example by analyzing legal frameworks (e.g., DDR vs. BRD and the 1995 law), sociological or feminist debates (such as Boltanski’s work), public opinion data (ALLBUS surveys), counseling practices, or cross-national developments (Poland, Argentina, Switzerland, USA, Russia, France). Materials that compare abortion to related issues like assisted reproduction or broader reproductive rights remain relevant when abortion is a central analytical thread, not just a passing mention. Synonyms, compounds, and variations (e.g., Abtreibungspolitik, Abtreibungsregulierung) count toward relevance; historical narratives and media discourse studies are also relevant if abortion is the focus. Non-relevant items include texts that only name “Abtreibung” in a list of topics without discussion, use the term metaphorically, or deal solely with miscarriage (Fehlgeburt) or generic gender policy without engaging abortion. As an edge case, documents centered on adjacent themes (e.g., school prayer or environmental ethics) are only weakly relevant unless they explicitly tie their arguments to abortion policy or activism.
6322	klima	The user seeks a comprehensive overview of climate and climate change, including anthropogenic drivers, historical variability, modeling and future scenarios, and sectoral impacts. They also want analysis of how food systems, energy and biofuels policy, and multi-level governance (EU, G7, UN COPs) shape climate action, with case studies (e.g., Poland, Ukraine) and related social, spatial-planning, and security dimensions.	A document is relevant to the query “klima” when it addresses climate in the environmental sense—e.g., anthropogenic greenhouse gases, climate change impacts and variability, climate models and scenarios, mitigation/adaptation, or climate policy and diplomacy such as COP24/COP29, EU 2040 targets, G7 “Klimaclub,” emissions reduction, and climate finance. Sectoral links like food systems and land use (diet-related emissions, agricultural vulnerability in Ukraine) or energy/industry topics framed as “Klima- und Energiepolitik” also count as relevant. By contrast, uses of “Klima” as a metaphor for social or political mood (e.g., attitudes toward gender roles, civility of debate, “politisches Klima” around parties) are non-relevant unless explicitly tied back to environmental climate governance. Edge cases include hyphenated compounds and derivatives (Klimawandel, Klimaschutz, Klimaanpassung), one-off mentions that don’t substantively discuss climate, or “Klima” referring to air conditioning/brands or a surname, which should be excluded. German-language content is expected, but English pieces about “climate” can be relevant if the retrieval is cross-lingual and the topical focus matches.
63419	islam	The user seeks an academic overview of contemporary Islam and Islamism, emphasizing the distinction between moderate and radical currents, their relationship to democracy and secularism, and economic dimensions such as Islamic banking. They want comparative case studies (e.g., Indonesia, Turkey, West Africa, Europe, Russia) showing how Islamic discourse shapes politics, society, and global diplomacy.	A document is relevant to the query “islam” when Islam—the religion, its communities, doctrines, movements, or institutions—is the central focus, indicated by substantive, frequent use of terms like Islam, Islamic, Muslim, Shari‘a, or Islamism. Analyses of political Islam/Islamism in Arab societies, Indonesia’s “moderate Islam” diplomacy and Islamic higher education, Islamic banking and finance in Germany or Tajikistan, or studies of Islam and democracy (such as national surveys in Indonesia) are highly relevant because they use Islam to explain politics, economics, or society. Works on Sufism or Islam in Africa, Islamic entrepreneurs in Turkey, or historical debates on secularism within Islamic thought remain relevant if Islam frames the argument, while pieces that only mention Muslims in passing or treat globalization with a brief nod to Islam are marginal. Items that match the string incidentally (e.g., place names like Islamabad, brand names, or “Islamic” used loosely without engaging Islamic beliefs, institutions, or communities) are non-relevant; likewise, generic banking or legal articles without a Shari‘a dimension should be down-ranked. Edge cases include critiques centered on “Islamism” (still relevant because they analyze movements rooted in Islamic discourse) and discussions of pre-Islamic contexts or “Islamicate secularities” that are relevant only when explicitly tied to how Islam is defined, practiced, or contested.
6370	klimawandel	The user seeks scholarly resources on climate change that analyze its political framing and governance, including mitigation and adaptation strategies—particularly in urban and regional planning. They also want insights into social impacts and vulnerabilities (gender, poverty, conflict, migration, human rights) with region-specific cases from Europe, Russia, Africa, and developing countries.	A document is relevant if it substantively addresses climate change (Klimawandel) as a phenomenon or policy problem—its causes (e.g., greenhouse gas emissions), impacts (sea-level rise, extreme weather, water/food insecurity), or responses (mitigation, adaptation), including political discourse and governance. Examples include analyses of party platforms in Germany/Austria/Switzerland, urban and regional planning tools for climate adaptation, gendered effects of climate policy, links between climate and conflict or migration, human-rights and development implications, or region-specific discussions (e.g., Russia’s climate debate, Africa’s vulnerability). Works that define concepts (glossaries), frame Klimawandel theoretically (e.g., “super wicked problem”), or evaluate adaptation programs and funding are also relevant. Non-relevant are texts that use “Klima” in unrelated senses (business/organizational climate, air-conditioning), pieces that only name-drop Klimawandel without analysis, or content limited to short-term weather with no climate link. Edge cases include broader planning or security papers where climate change is just one driver; these are weakly or partially relevant unless the depth and proportion of discussion on adaptation/mitigation or climate impacts is substantial, and synonyms like “global warming” or “greenhouse effect” also count.
6481	home office	Seeks research and data on working from home (“home office”): access and usage patterns, contractual/recognition aspects, and impacts on stress, work–life balance, and productivity, especially during COVID-19. Also looks for differences across occupations and demographics and the importance of supportive home conditions.	A document is relevant if it discusses “home office” as working from home/telework, including access, usage, policies or contracts, time recognition, impacts on stress or work–life balance, and conditions that make home working effective or harmful. Examples of relevance include surveys on telework during COVID-19, analyses of who can use home office and how much, studies of “home office environment,” and accounts of freelancers performing editorial work from their home offices; synonyms like telework, remote work, WFH, and German-language “Homeoffice” also count. Non-relevant items use “Home Office” to mean the UK government department, refer to “office” or “home” in unrelated contexts (statistical offices, branch offices, private offices/cabinets, officer corps), or describe work done in clients’ homes (e.g., psychiatric teams’ field visits) or home gardening. Edge cases include “home office” as a corporate headquarters or central admin (“return to the home office”), missionary “home office management,” or interior design of a home-office room—these are only relevant if they concern employment practices of working from one’s residence. Capitalization differences and multilingual usage should be considered, but the core criterion is a focus on employment performed from home rather than government agencies, physical offices, or unrelated “home” activities.
6499	politische bildung	The user seeks a comprehensive understanding of political education (politische Bildung), including competing definitions of “politics,” democratic and critical foundations, aims and methods, and implementation across schools and adult education in German-speaking contexts. They want scholarly overviews, frameworks, empirical findings, and insight into current trends, rankings, and controversies (e.g., extremism prevention, professionalism, and the relation to democracy education).	A document is relevant if it explicitly treats politische Bildung as its subject—defining its aims and core concepts (e.g., the “Politikbegriff”), debating its relationship to Demokratiepädagogik, outlining didactics and methods, or analyzing its institutional settings in schools, vocational education, and adult or out-of-school youth education in German-speaking contexts. Clear examples include studies that compare curriculum time for political education (Sekundarstufe I rankings), analyses of political education in vocational schools, empirical mappings of adult political education, or theory-led pieces applying Bourdieu or Laclau/Mouffe to political learning, participation, and Mündigkeit. Adjacent topics are also relevant when explicitly situated within political education, such as extremism prevention in curricula, the aesthetics of political mediation in classrooms, professionalization/teacher training, or critiques of neoliberal competence frameworks that shape political education practice. Non-relevant are documents that discuss politics or sociology in general without linking to political education, education policy pieces not about the political/civic domain, or texts that only mention the term in passing; likewise, work solely on democracy education is borderline unless it connects or contrasts with politische Bildung. Edge cases: cross-national or historical-institutional treatments (e.g., journals, associations) are relevant if they center on political education, and English synonyms like civic or citizenship education typically qualify when the focus matches the field of politische Bildung.
6501	homosexualität	The user is seeking comprehensive scholarly information on homosexuality, spanning historical and psychoanalytic theories, legal and policy regimes, education and religion, media/sports discourse, and the lived experiences of gay and lesbian people. The goal is to understand how homosexuality has been conceptualized, regulated, and stigmatized across time and institutions, particularly in German/European contexts.	A document is relevant if it substantively addresses homosexuality (Homosexualität) as identity, practice, social/medical concept, policy target, or cultural discourse—e.g., psychoanalytic treatments of homosexual patients, school and religious-pedagogy approaches, National Socialist constructions and persecution, football “outing” debates, Russia’s 2013 “propaganda” law and hate-crime trends, or studies of Berlin youths’ attitudes. Comparative works that analyze homosexuality alongside intersexuality, transsexuality, or heterosexuality are relevant when they devote meaningful sections to homosexuality or use it centrally to argue about gender/sexual science; historical or synonymous terms such as Homophilie, Sodomie, gleichgeschlechtliche Liebe, schwul, and LSBTI also signal relevance. Empirical studies (surveys, interviews, statistics) and theoretical critiques (e.g., Foucaultian analyses, social-construction debates) qualify as long as homosexuality is a primary object, not a passing example. Non-relevant items include texts that only mention the term in passing, works focused solely on other gender/sexuality categories without substantive discussion of homosexuality, or duplicate summaries that add no new content. Edge cases include male-centric historical overviews (still relevant but narrow in scope) or analyses within period-specific frames (e.g., Roman active/passive norms, Nazi “deficit” narratives), which remain relevant if they critically engage homosexuality in those contexts.
6534	kriminalitätsfurcht	The user seeks scholarly research on fear of crime, including its dimensions (cognitive/affective/behavioral), gender differences and determinants (resources, norms, neighborhood, lifestyle, media/policing), the mismatch with objective crime trends, and methodological critiques of standard measures, with evidence from German and comparative surveys (e.g., ALLBUS, GSS, victimization surveys).	A document is relevant if it explicitly addresses Kriminalitätsfurcht (fear of crime) as a concept, its dimensions (e.g., cognitive risk appraisal, affective fear, and conative avoidance), its predictors (gender differences, incivilities, neighborhood composition, police presence, media exposure), or its trends across time or countries using surveys like ALLBUS, GSS, SOEP, or local victimization studies. Analyses that critique measurement—such as the validity of “feeling unsafe alone at night” as a standard indicator, factor-analytic tests, or nonresponse bias in victimization surveys—are also highly relevant, as are models framing fear as a stress process or linking it to punitivity. Examples include studies showing women’s persistently higher fear, the decoupling of objective crime rates from fear, or the impact of egalitarian gender norms on fear without eliminating the gender gap. Non-relevant are pieces that only report crime rates, policing data, or general urban disorder without connecting them to perceived fear, or texts about “fear” unrelated to crime. Edge cases include discussions of “broken windows” or media effects that mention fear indirectly (relevant if they measure or theorize fear), or purely political commentaries on urban governance that invoke fear rhetorically without empirical or conceptual treatment (usually not relevant).
65758	hochschule	The user seeks analyses and best practices about higher education institutions (Hochschulen), especially in German-speaking contexts. Key interests include anti-discrimination and equality policies, accreditation and quality assurance, student selection and rankings, sustainability and regional engagement, innovation support, and inclusion measures for groups such as women, refugees, and students with children.	A document is relevant to the query “hochschule” when it substantively addresses higher-education institutions (Universitäten, Hochschulen, Fachhochschulen) and their policies, practices, or roles, such as anti-discrimination frameworks on campus, student selection and rankings, sustainable regional engagement, continuing education, accreditation/quality management, or academic employment conditions. Analyses, case studies, or guidance aimed at university governance and services—e.g., discussions of complaint offices under the AGG, examples from Universität Augsburg or Hochschule Darmstadt, or initiatives for student parents or refugee integration—clearly match the query. By contrast, texts that only mention the word in passing, use it as part of a name (publisher, street, or organization), or discuss education without a higher-education context are non-relevant. Edge cases include pieces centered on women’s equality or innovation that are explicitly situated in universities (relevant) versus general labor-market or K–12 topics that merely drop the term once (non-relevant), and documents using synonyms like Universität or plural forms (Hochschulen), which should still be treated as relevant.
6616	politische partizipation	The user seeks a comprehensive overview of political participation—its definitions, functions, forms (conventional, unconventional, online), measurement, and theoretical foundations—along with empirical evidence from Germany. They want determinants and disparities across groups (education, gender, age, religiosity, social capital, media use, migration, disability), East–West differences, and trends over time, often using ALLBUS data.	A document is relevant if it defines, theorizes, measures, or empirically analyzes political participation as citizen involvement in democratic will-formation and decision-making, covering forms such as voting, contacting officials, working in organizations, petitions, demonstrations, boycotts, or online participation. Especially relevant are studies of determinants and contexts—e.g., religiosity (practice vs denomination), political knowledge types, social capital and networks, media use (TV vs internet), institutional multilevel settings, and group differences by region (East/West Germany), gender, age, education, migration background, disability, or youth—ideally using survey data like ALLBUS (1992, 1998, 2008, 2018). Methodological contributions that operationalize participation (intentions vs manifested behavior), compare cross-sectional and panel models, or map dimensions and typologies of participants also qualify. Non-relevant are texts that use “Partizipation” in non-political domains (e.g., classroom or social work participation) or describe general volunteering without linking it to political influence on policy or representation. Edge cases: normative essays count if they situate participation within democratic theory or functions (intermediation, socialization, legitimacy), and digital participation pieces are pertinent when they distinguish meaningful engagement from “pseudo-participation” and tie it to political outcomes.
66195	environmental	The user seeks research-based insights into what drives environmental concern and pro-environmental behavior, including the roles of age, demographics, social networks, information sources, and national governance. They want cross-national evidence on how these factors shape private and public actions, activism, policy support, and environmental justice.	A document is relevant if it substantively examines environmental topics—such as ecology, sustainability, climate change, pollution, conservation—or the social, behavioral, and policy dimensions of these issues. Examples include studies of environmental concern and pro-environmental behavior, analyses of environmental governance and collective action, discussions of environmental justice or refugees, assessments of environmental monitoring, and work on green purchasing or information sources that shape environmental actions. A document is non-relevant if “environmental” appears only in passing or in a different sense, e.g., business “environmental scanning” (market context), software “environment variables,” or generic mentions of an experimental environment without ecological implications. Edge cases like trade-and-environment, environmental security, or demographic moderators (age, wealth, education) are relevant when they explicitly link to environmental impacts, policies, or behaviors. Conversely, pieces where “environmental” is present only in an organization’s name or as a historical aside without substantive environmental analysis would not meet the query’s intent.
6719	welfare	The user seeks cross-national research on welfare states and public attitudes toward welfare. Specifically, they want to understand how macroeconomic conditions, individual characteristics (e.g., religion, age, class), cultural/regime contexts, taxation, migration, and globalization shape support for government responsibility, deservingness views, and policy/political outcomes.	A document is relevant if it examines social welfare as public assistance or the welfare state—such as attitudes toward government responsibility, welfare regime models, funding and taxation, fraud and deservingness, or how macroeconomic conditions, religion, migration, or FDI shape welfare policy and opinions. Empirical studies using surveys like WVS/EVS/ISSP, cross-national comparisons of liberal vs social-democratic regimes, and country cases (e.g., Sweden, Netherlands, Australia, China, Korea) are strong matches because they directly analyze welfare systems and politics. Theory pieces that define or critique welfare regimes (e.g., Esping-Andersen frameworks, Confucian welfare cluster) or debate reform concepts like activation, rights/responsibilities, and workfare also count as relevant. Documents become less relevant when “welfare” means generic well-being, employee benefits, or animal welfare, or when it’s a passing mention not tied to social policy, redistribution, or public programs; welfare economics focused only on abstract social welfare functions without policy implications is borderline. Edge cases include religious or civil-society “welfare” provision and welfare crime/fraud—these remain relevant if they concern the administration, legitimacy, or outcomes of the welfare state.
67543	flüchtling	The user seeks scholarly and policy-oriented information on refugees, including how the category is defined and discursively constructed. They want evidence and case studies on public attitudes, legal and institutional frameworks, integration and housing in Germany, education and labor market participation, and comparative experiences in other countries.	A document is relevant if it substantively discusses refugees (Flüchtling) in German, including definitions, legal status, lived experiences, public attitudes, or policies, and uses the term itself or its morphological/compound forms (e.g., Flüchtlinge, Flüchtlingspolitik, Flüchtlingsunterkünfte). Strong examples include theoretical debates about who counts as a Flüchtling versus migrant or Asylbewerber, empirical studies on housing, integration, education or labor market outcomes, surveys like ALLBUS on attitudes, or case studies such as Eritrean refugees in Tel Aviv or Syrian refugees in Jordan, as well as historical discussions of “echte Flüchtlinge.” Documents that address migration generally without linking to refugees, focus exclusively on other categories (e.g., only Binnenvertriebene or labor migrants), or only mention the word in passing without analysis, are less relevant. Edge cases: texts analyzing the discursive construction of “Flüchtling,” or using compounds and inflected forms, are relevant; pieces focused solely on “Flucht” (flight) without designating persons as Flüchtlinge, or metaphorical/proper-name uses of “Flüchtling,” should be treated as peripheral. Spelling variants (Fluechtling, missing umlaut), capitalization differences, and historical/regional subsets (DDR-Flüchtlinge, palästinensische Flüchtlinge) remain relevant when the subject is refugees.
6763	psychotherapie	The user seeks research-based information on psychotherapy, including its approaches, effectiveness in real-world practice, and how it is applied. They want evidence on innovations (nature-integrated and digital/self-guided therapies), factors that influence outcomes and therapist/patient preferences, and broader social contexts shaping psychotherapy.	A document is relevant if it primarily addresses psychotherapy—its practices, modalities, outcomes, settings, or professionals—such as surveys of nature-integrating psychotherapy, studies linking psychotherapy to institutional trust after GDR repression, or trials of self-guided internet-based therapy for depression. Empirical work (RCTs, naturalistic effectiveness studies, qualitative case studies), theoretical frameworks, book reviews, and critiques that analyze psychotherapy as a discipline (e.g., positive psychotherapy, digital transformation of care, therapist preference predictors) are also relevant. Documents focusing on adjacent domains like counseling or coaching can be relevant when explicitly situated within psychotherapeutic theory or clinical practice, but pieces where “psychotherapy” is only a passing mention, a journal header without substantive psychotherapeutic content, or discussions of non-mental-health “therapy” would be non-relevant. Edge cases include studies where psychotherapy is a predictor rather than the main topic (still relevant if it analyzes psychotherapy use or effects) and multilingual variants: German “Psychotherapie,” “psychotherapeutisch,” and English “psychotherapy/psychotherapist” all count. Content on specific populations (infants/toddlers in parent–child therapy, adolescents, outpatient practice) and diverse orientations (psychodynamic, humanistic, systemic, behavioral) strengthens relevance.
67689	family	Find scholarly research on family dynamics, strengths, functioning, and policy—including work–family conflict, socioeconomic and cultural influences, and pandemic effects—and how these factors relate to well-being, child outcomes, and fertility across countries.	A document is relevant if “family” is its core subject—e.g., it analyzes family relationships, functioning, or well-being, treats the family as a unit of analysis, or evaluates family-focused policy. Studies measuring family constructs such as commitment, communication, cohesion, coping, and competence, or topics like family climate during COVID-19, fathers’ work–family conflict, or meta-analyses linking family strengths to personal and family outcomes are clearly relevant. Policy and cross-cultural work that examines family roles, intergenerational care, fertility, or the institutional status of families (for example, Slovak family policy, Mediterranean caregiving, or trends in Swedish family change) are also relevant. Edge cases include medical or genetic studies of “familial” conditions or “family aggregation”: they are relevant only when they address family dynamics, caregiving, or household impacts, but not when they focus solely on biological inheritance; likewise, workplace research is relevant if it links to family outcomes but not if “family” is merely mentioned. Non-relevant items use “family” in a different sense (taxonomic family, “family of models/products”) or only in a title, venue, or affiliation without substantive analysis of families.
6854	natur	The user is seeking scholarly analyses of “nature” as a concept, especially debates on the nature–culture/society distinction, “second nature,” and how modern science and technology blur these boundaries. They want theoretical and empirical perspectives including environmental ethics and rights of nature, feminist care critiques, ANT, and studies of nature perception.	A document is relevant if it substantively discusses “Natur” (nature) as a concept or domain—e.g., treatments of zweite Natur/second nature, the nature–culture (Natur–Kultur) distinction, environmental ethics (Naturethik), perceptions of nature (Naturwahrnehmung), or legal/moral debates such as rights of nature—especially when “Natur” appears in German compounds like Naturwissenschaft(en), Naturverhältnisse, or Naturverständnis. It also counts when “Natur” is central to sociological, philosophical, feminist, or ecological analyses, such as studies of park landscapes, Gaia, or societal constructions of nature, rather than being a passing mention. Borderline cases include technical compounds where “Natur” is present but the focus is not nature itself (e.g., a brief nod to Naturwissenschaften in a purely methodological piece). Non-relevant hits are those where “natur” occurs only as a substring or filler (natürlich = “of course”), in unrelated English phrases like natural numbers or natural language, or in proper names/brands/journals (“Nature”) without thematic engagement with nature. Spelling variants and plurals (Naturen, naturnah, Naturbegriff) should be treated as relevant when they point to substantive discussion, not mere incidental usage.
718	turkey	Seeks a comprehensive overview of Turkey’s relationship with the EU and its evolving geopolitical role. Focus areas include migration dynamics and the refugee crisis, energy security strategy, democratization and minority rights, European public attitudes, and the implications for EU accession and cooperation.	A document is relevant to the query “turkey” when it clearly concerns the country—its migration patterns with the EU, accession politics, energy geopolitics, foreign policy, human rights, or domestic policy—using terms like EU-Turkey relations, Turkish migration, Ankara, or pipelines through the Bosporus. The provided paragraph is strongly relevant because it analyzes EU–Turkey migration (emigration/immigration, readmission), public attitudes toward Turkey’s EU bid, humanitarian policy for Syrian refugees, energy hub dynamics (BTC/BTE), climate strategy, minority rights under the Copenhagen criteria, and broader foreign and security ties. Documents about “turkey” as poultry (recipes, hunting, Thanksgiving), the slang sense of “a turkey” meaning a failure, or pieces that only name Turkey in passing without substantive discussion are non-relevant. Edge cases include comparative EU studies that mention Turkey briefly, items using “Türkiye,” “Turkish,” or “Anatolia” instead of “Turkey,” and datasets listing Turkey among many countries; these are relevant only if they provide meaningful, specific information about the state rather than incidental mentions.
729	trust	The user seeks a scholarly overview of trust that clarifies definitions and types (particularized vs generalized, social vs institutional), how trust is measured, formed, and transmitted, and how cultural and contextual factors moderate it. They also want evidence on trust’s consequences for cooperation and policy-relevant attitudes (e.g., toward government, media, regulation, tax morale) and whether trust is declining over time.	A document is relevant if it centers on trust as a social, political, organizational, or psychological construct—defining it, theorizing its processes, or measuring it (for example, studies on generalized vs. particularized trust, intergenerational transmission among immigrants, or how cultural factors like long-term orientation shape trust). Empirical works that model institutional or domain-specific trust—trust in media, government, EU institutions, regulatory agencies, or management during organizational change—and papers linking trust to outcomes such as cooperation, tax morale, technology acceptance (e.g., GM food), or responses during crises (e.g., COVID fears) are also highly relevant. Methodological contributions that review or improve trust measurement (e.g., WVS/EVS comparisons, HGLM/HLM analyses, survey scale audits) qualify as relevant. By contrast, documents where “trust” is incidental or used in a different sense (legal/financial trusts, antitrust law, zero-trust cybersecurity, or casual mentions where trust is a minor control variable) are non-relevant. Edge cases include work on distrust/mistrust, social capital or confidence as proxies, and philosophical treatments of trust in conflict—all relevant—whereas items like “trust region” optimization or proper nouns/brands containing “Trust” are not.
7422	psychische	Find research and discussion on mental health burdens (psychische Belastungen): their prevalence, causes, and consequences across populations (parents of young children, students, workers, unemployed, refugees), particularly in Germany and amid recent crises like COVID-19 and the Ukraine war. Also sought are sociological perspectives and evidence on interventions, treatment, and support services.	A document is relevant if it meaningfully uses the German adjective “psychische” in its content (title, abstract, or body), especially in phrases like “psychische Belastung,” “psychische Gesundheit,” or “psychische Störungen,” such as studies on parents’ mental strain, COVID-19 impacts, unemployment and mental health, or services for children of mentally ill parents. Items that discuss “psychische Systeme” in systems theory also match the keyword and are relevant for pure term retrieval, though they may be topically less aligned if the user intent is clinical mental health. A document is non-relevant if “psychische” appears only incidentally (e.g., in citations, lists of keywords, or tangential remarks) or if the topic is unrelated and the term is not integral to the main content. Edge cases include capitalization (“Psychische”), inflected forms (“psychischen,” “psychischer”), and hyphenation, which strict exact-match engines might miss but stemmed or lemmatized searches would capture. Likewise, texts using only English equivalents (“mental,” “psychological”) or abbreviations (“psych.”) won’t match unless the system applies synonym or cross-lingual expansion.
7445	psychische erkrankungen	The user seeks a comprehensive overview of mental illnesses, including their classification, prevalence, and socioeconomic/legal impacts such as work disability and pensions. They also want evidence-based prevention and rehabilitation strategies, workplace reintegration approaches, supports for affected families and children, and insights on stigma and media influences.	A document is relevant if it substantively discusses mental illnesses (psychische Erkrankungen) as conditions—covering definitions/classification, prevalence and costs, treatment or prevention, rehabilitation, work reintegration, social policy/legal aspects, or societal representations and stigma. Examples include policy reports on prevention and disability pensions, studies on children of mentally ill parents or return-to-work after depression, analyses of “depression memes” and their implications, surveys of comorbidity, or historical/organizational perspectives on psychiatric care. Content focused on specific disorders (e.g., anxiety, schizophrenia, depression), on interventions (therapy, medication, coaching), or on risk frameworks in mental health practice is also relevant. Documents are non-relevant when they only mention the term in passing, discuss general stress/well-being without linking to diagnosable disorders, or address unrelated health or administrative topics. Edge cases include pieces about “psychiatric” vs. “psychological” disorders (both acceptable), methodological texts that use “psychische Belastung” without engaging illness concepts (likely marginal), and media/cultural analyses that qualify if they connect portrayal to mental illness understanding or outcomes.
7488	psychische belastung	The user is seeking an overview of psychische Belastung (psychological strain), including its definition, prevalence and recent trends, risk factors, and impacts on health, work, and child development across various groups. They also want evidence-based assessment tools and interventions to reduce burden and promote wellbeing, particularly in the German context.	A document is relevant to the query “psychische belastung” when psychological burden/strain is a central topic—defined, measured, or analyzed in depth—such as studies reporting prevalence and consequences among parents of infants, employees, prisoners (JD-R model), caregivers, migrants, or youth, or reports offering interventions and instruments (e.g., COPSOQ) to assess or reduce it. Highly relevant examples include analyses linking parental psychological burden to child developmental outcomes, Fehlzeiten reports on workplace mental strain and prevention, or meta-analyses of caregiver burden with predictors and intervention effects. Methodological or theoretical pieces that operationalize the construct (e.g., differentiating psychische Belastung from demands, or mediators like emotional competencies) are also relevant if they explicitly address measurement or mechanisms of psychological strain. A document is non-relevant if “psychische Belastung” is mentioned only in passing (e.g., as one item in a list of societal problems), if the focus is solely on physical workload, general economic policy, or psychiatric treatment without framing experiences as psychological burden. Edge cases include texts using close variants or synonyms (“psychisch belastet,” “psychische Belastungen,” “mental strain”), interdisciplinary volumes where burden is treated as a cross-cutting theme, or tools like emotion diaries—these are relevant when they directly engage with how psychological burden is assessed, mediated, or accommodated; they are not relevant when “Belastung” is merely metaphorical or unrelated to mental strain.
79	environment	The user seeks interdisciplinary research on how different environments—built/urban, virtual, home/school learning, and organizational/institutional—shape human outcomes. They want evidence, frameworks, and measurement tools linking environmental contexts to health, cognition, safety, behavior, performance, and policy.	A document is relevant to the query “environment” when it treats an environment as the central object of analysis or intervention and examines how its features affect outcomes, whether that environment is natural, built/urban, institutional, learning, or workplace. For example, studies of the built environment’s association with obesity, urban environment quality and perceived safety, or the separate effects of home and institutional learning environments on children’s vocabulary are squarely relevant. Work on environmental policy and attitudes (e.g., ISSP Environment), virtual nature environments’ psychological effects, or trade agreements’ environment provisions also fit because “environment” is integral to the research question. By contrast, papers that mention “environment” only as a generic backdrop (such as “digital business environment” in a strategy overview) or as a passing label (e.g., retail “shopping environment” aesthetics) are less relevant unless the environment’s attributes are measured and causally linked to outcomes. Edge cases include uses in computing (software/runtime environments) or organizational culture; judge relevance by prominence (title/abstract), term frequency, presence of related concepts (ecology, urban design, sustainability), and whether the environment is operationalized with specific indicators.
