query_id	query	item_type	result_set
3365	drogen	research_data	SDN-10.7802-1384, ZA1072, ZA1088, ZA1226, ZA1878, ZA1961, ZA1968, ZA2145, ZA2241, ZA2243, ZA2343, ZA2490, ZA2636, ZA2638, ZA2688, ZA2748, ZA2749, ZA2750, ZA2751, ZA2804, ZA2935, ZA3094, ZA3138, ZA3201, ZA3263, ZA3285, ZA3470, ZA3510, ZA3641, ZA3692, ZA3695, ZA3696, ZA3697, ZA3886, ZA3905, ZA3964, ZA3977, ZA3984, ZA4055, ZA4160, ZA4171, ZA4193, ZA4194, ZA4215, ZA4261, ZA4415, ZA4664, ZA4723, ZA4741, ZA4742, ZA4749, ZA4752, ZA4763, ZA4799, ZA4800, ZA4804, ZA4813, ZA4886, ZA4887, ZA4977, ZA4989, ZA4998, ZA5069, ZA5158, ZA5159, ZA5167, ZA5174, ZA5237, ZA5245, ZA5353, ZA5501, ZA5539, ZA5563, ZA5578, ZA5597, ZA5656, ZA5787, ZA5805, ZA5810, ZA5811, ZA5816, ZA5818, ZA5821, ZA5824, ZA5825, ZA5836, ZA5839, ZA5917, ZA5933, ZA5947, ZA5965, ZA5970, ZA5980, ZA5988, ZA6254, ZA6296, ZA6409, ZA6645, ZA6655, ZA6656, ZA6701, ZA6702, ZA6792, ZA6861, ZA6924, ZA7476, ZA7477, ZA7478, ZA7479, ZA7480, ZA7500, ZA7502, ZA7503, ZA7505, ZA7539, ZA7546, ZA7549, ZA7550, ZA7556, ZA7563, ZA7565, ZA7616, ZA7617, ZA7622, ZA7623, ZA7739, ZA7751, ZA7770, ZA7841, ZA7968, ZA7969, datasearch-httpseasy-dans-knaw-nloai--oaieasy-dans-knaw-nleasy-dataset42594, datasearch-httpseasy-dans-knaw-nloai--oaieasy-dans-knaw-nleasy-dataset42817, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de2287, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de2288, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de2289, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de2292, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de621826, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de647995, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de651451, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de651452, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de657564, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de666833, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de666878, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de684593, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de686777, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de723257, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de729633, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de9814, sowidatanet|datorium-SDN10.7802-1384
3365	drogen	instruments_tools	zis128, zis160, zis210, zis214, zis73, zis88, zis89
3365	drogen	variables	exploredata-ZA2546_VarV276, exploredata-ZA2559_VarV292, exploredata-ZA2599_VarV206, exploredata-ZA2599_VarV207, exploredata-ZA3863_Varv71, exploredata-ZA4507_Varv489, exploredata-ZA4741_Varv33001, exploredata-ZA4749_Varv33001, exploredata-ZA4754_Varv236, exploredata-ZA4919_Varv45_14, exploredata-ZA5479_Varv417, exploredata-ZA5572_Varwu14, exploredata-ZA5578_VarW38001, exploredata-ZA5627_Varv1a, exploredata-ZA5627_Varv1b, exploredata-ZA5629_VarV1A, exploredata-ZA5629_VarV1B, exploredata-ZA6699_VarV1A, exploredata-ZA6699_VarV1B, exploredata-ZA6911_VarV1A, exploredata-ZA6911_VarV1B
47291	drug	publication	csa-pais-2011-503443, gesis-ssoar-20920, gesis-ssoar-33776, gesis-ssoar-37203, gesis-ssoar-43586, gesis-ssoar-53540, gesis-ssoar-53749, gesis-ssoar-54089, gesis-ssoar-54162, gesis-ssoar-67544, gesis-ssoar-8976
47291	drug	research_data	SDN-10.7802-1384, ZA1879, ZA1961, ZA2243, ZA2638, ZA2804, ZA3138, ZA3201, ZA3263, ZA3455, ZA3510, ZA3641, ZA3933, ZA3964, ZA4171, ZA4215, ZA4664, ZA4799, ZA4800, ZA4804, ZA4813, ZA4975, ZA5158, ZA5159, ZA5245, ZA5501, ZA5563, ZA5787, ZA5933, ZA5947, ZA5965, ZA6655, ZA6656, ZA6701, ZA6792, ZA7476, ZA7477, ZA7480, ZA7500, ZA7550, ZA7556, ZA7635, ZA7739, ZA7751, ZA7770, datasearch-httpsdataverse-unc-eduoai--doi10-15139S37JU1AQ, datasearch-httpsdataverse-unc-eduoai--doi10-15139S3BNQSEG, datasearch-httpsdataverse-unc-eduoai--doi10-15139S3EW9NFZ, datasearch-httpsdataverse-unc-eduoai--doi10-15139S3X9W7KX, datasearch-httpsdataverse-unc-eduoai--doi10-15139S3ZAIMVU, datasearch-httpservices-fsd-uta-fioai--oaifsd-uta-fiFSD3181e, datasearch-httpsoai-datacite-orgoai--doi10-58782hjy-e586, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de450270, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de451927, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de458274, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de458296, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de458326, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de458379, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de464552, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de464553, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de464561, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de470228, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de470229, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de671830, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de671831, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de678728, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de683521, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de683530, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de693689, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de693690, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de710293, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de710294, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de715127, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de715128, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de735702, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de737399
47291	drug	instruments_tools	zis160, zis183, zis185, zis214, zis294, zis308_exz, zis324_exz, zis35, zis76
47291	drug	variables	exploredata-ZA3641_Varv123, exploredata-ZA3641_Varv124, exploredata-ZA3641_Varv125, exploredata-ZA4741_Varv33001, exploredata-ZA4749_Varv33001, exploredata-ZA5578_VarW38001, exploredata-ZA5965_Varqa4_5, exploredata-ZA6924_Varqb3_5, exploredata-ZA7500_Varv25, exploredata-ZA7505_VarA124_08
3107	drugs	publication	gesis-ssoar-27519, gesis-ssoar-36276, gesis-ssoar-53296, gesis-ssoar-53339, gesis-ssoar-53733, gesis-ssoar-54162, gesis-ssoar-54788, gesis-ssoar-54834, gesis-ssoar-54895, gesis-ssoar-59922, literaturpool-bb7e073dda6d3028239a9bd5583f0511, literaturpool-c4dcc135a21ea969c2917d59b79670c2
3107	drugs	research_data	ZA1879, ZA1968, ZA2145, ZA2243, ZA2343, ZA2397, ZA2585, ZA2638, ZA2804, ZA3138, ZA3201, ZA3263, ZA3641, ZA3697, ZA3964, ZA4171, ZA4413, ZA4415, ZA4754, ZA4799, ZA4804, ZA4813, ZA4998, ZA5158, ZA5159, ZA5174, ZA5222, ZA5501, ZA5533, ZA5563, ZA5787, ZA5800, ZA5801, ZA5839, ZA5917, ZA5947, ZA5980, ZA5988, ZA6414, ZA6792, ZA7476, ZA7477, ZA7480, ZA7500, ZA7502, ZA7503, ZA7546, ZA7549, ZA7550, ZA7563, ZA7565, ZA7751, ZA7770, ZA7968, ZA7969, datasearch-httpsdataverse-unc-eduoai--doi10-15139S311939, datasearch-httpsdataverse-unc-eduoai--hdl1902-2910770, datasearch-httpseasy-dans-knaw-nloai--oaieasy-dans-knaw-nleasy-dataset41834, datasearch-httpseasy-dans-knaw-nloai--oaieasy-dans-knaw-nleasy-dataset912, datasearch-httpservices-fsd-uta-fioai--oaifsd-uta-fiFSD3181e, datasearch-httpsoai-datacite-orgoai--doi10-58782hjy-e586, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de430232, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de447185, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de447186, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de5137, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de5507, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de5821, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de612019, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de612020, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de626019, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de626020, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de651506, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de651507, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de675669, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de680685, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de680877, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de680878, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de683390, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de693688, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de700660, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de701190, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de701191, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de701709, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de702103, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de702106, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de702500, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de702501, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de703971, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de710293, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de715467, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de735693, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de735773, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de736613
3107	drugs	instruments_tools	zis88, zis89
3107	drugs	variables	exploredata-ZA1752_Varv1073, exploredata-ZA1752_Varv1074, exploredata-ZA1752_Varv1076, exploredata-ZA1752_Varv1080, exploredata-ZA1752_Varv1081, exploredata-ZA1752_Varv1082, exploredata-ZA1752_Varv1083, exploredata-ZA1752_Varv1086, exploredata-ZA1752_Varv1089, exploredata-ZA1752_Varv1091, exploredata-ZA1752_Varv1275, exploredata-ZA2243_Varv113, exploredata-ZA2243_Varv115, exploredata-ZA2243_Varv61, exploredata-ZA2243_Varv62, exploredata-ZA2243_Varv63, exploredata-ZA2243_Varv67, exploredata-ZA2243_Varv68, exploredata-ZA3641_Varv110, exploredata-ZA3641_Varv130, exploredata-ZA3641_Varv132, exploredata-ZA3641_Varv40, exploredata-ZA3641_Varv43, exploredata-ZA3641_Varv45, exploredata-ZA3641_Varv48, exploredata-ZA3977_Varq26_9, exploredata-ZA4159_VarQ9B_9, exploredata-ZA4413_Varv487, exploredata-ZA4416_Varv121, exploredata-ZA4529_Varv268, exploredata-ZA4742_Varv107, exploredata-ZA4742_Varv90, exploredata-ZA4742_Varv97, exploredata-ZA5222_Varq7b_07, exploredata-ZA5450_Varv469, exploredata-ZA5450_Varv476, exploredata-ZA5563_Varq3_4, exploredata-ZA5564_VarV469, exploredata-ZA6644_Varqc5t_5, exploredata-ZA6695_Varqb10_2, exploredata-ZA7500_Varv151, exploredata-ZA7556_Varqb8t*5, exploredata-ZA7556_Varqc3_15, exploredata-ZA7770_Vard12it, exploredata-ZA7770_Vard3*14, exploredata-ZA7770_Vareu10, exploredata-ZA7770_Varq12_1, exploredata-ZA7770_Varq2_1, exploredata-ZA7770_Varq2_2, exploredata-ZA7770_Varq2_4, exploredata-ZA7770_Varq3_2, exploredata-ZA7770_Varq3_4, exploredata-ZA7770_Varq4, exploredata-ZA7770_Varq6_1, exploredata-ZA7770_Varq6_3, exploredata-ZA7770_Varq7, exploredata-ZA7770_Varuniqid, exploredata-ZA7770_Varw24
17057	kinderbetreuung	publication	cews-2-715121, cews-2-753361, cews-2-765480, cews-2-806769, cews-2-809924, gesis-bib-149123, gesis-ssoar-31443, gesis-ssoar-34996, gesis-ssoar-35672, gesis-ssoar-36819, gesis-ssoar-36820, gesis-ssoar-36821, gesis-ssoar-41740, gesis-ssoar-41768, gesis-ssoar-41849, gesis-ssoar-45611, gesis-ssoar-51763, gesis-ssoar-52515, gesis-ssoar-53701, gesis-ssoar-54035, gesis-ssoar-55397, gesis-ssoar-56423, gesis-ssoar-56456, gesis-ssoar-56538, gesis-ssoar-56539, gesis-ssoar-56854, gesis-ssoar-57009, gesis-ssoar-57219, gesis-ssoar-57223, gesis-ssoar-57341, gesis-ssoar-57784, gesis-ssoar-58025, gesis-ssoar-59944, gesis-ssoar-60724, gesis-ssoar-60755, gesis-ssoar-60757, gesis-ssoar-60784, gesis-ssoar-60785, gesis-ssoar-62898, gesis-ssoar-63169, gesis-ssoar-64667, gesis-ssoar-64742, gesis-ssoar-64747, gesis-ssoar-65358, gesis-ssoar-65631, gesis-ssoar-65875, gesis-ssoar-67540, gesis-ssoar-68475, gesis-ssoar-68938, gesis-ssoar-69061, gesis-ssoar-70022, gesis-ssoar-70150, gesis-ssoar-70551, gesis-ssoar-70717, gesis-ssoar-71228, gesis-ssoar-71247, gesis-ssoar-71849, gesis-ssoar-72192, gesis-ssoar-72193, gesis-ssoar-75928, gesis-ssoar-77349, gesis-ssoar-80101, gesis-ssoar-83477, gris-publication-322, gris-publication-79k1i3m9fqj0, gris-publication-940, gris-publication-ilja8pg75bc0, gris-publication-u603kh2vrl00, literaturpool-3a65cc820d11ac2ed6a0862ccb97d5f2, literaturpool-d839b377907fc742c8737cc2538610e4
17057	kinderbetreuung	research_data	SDN-10.7802-2246, SDN-10.7802-2414, ZA3474, ZA4883, ZA5066, ZA5184, ZA5540, ZA5664, ZA5665, ZA5667, ZA5763, ZA5776, ZA5900, ZA5959, ZA6345, ZA6606, ZA6609, ZA6625, ZA6721, ZA6767, ZA6953, ZA6955, ZA6956, ZA6976, ZA7588, ZA7589, ZA7642, ZA7643, ZA7745, ZA8686, ZA8687, ZA8688, ZA8689, ZA8690, ZA8691, ZA8692, ZA8694, ZA8695, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de677075, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de737470
17057	kinderbetreuung	instruments_tools	pretest-13, pretest-18
17057	kinderbetreuung	variables	exploredata-ZA1987_VarV150, exploredata-ZA3432_VarBM20A5, exploredata-ZA3700_VarV612, exploredata-ZA3700_VarV613, exploredata-ZA3700_VarV655, exploredata-ZA3700_VarV664, exploredata-ZA3700_VarV666, exploredata-ZA4223_VarV210, exploredata-ZA4224_VarV210, exploredata-ZA4614_VarV662, exploredata-ZA4614_VarV663, exploredata-ZA4614_VarV666, exploredata-ZA4614_VarV671, exploredata-ZA5556_VarV205, exploredata-ZA5557_VarV205, exploredata-ZA5641_VarV151, exploredata-ZA5641_VarV156, exploredata-ZA6612_VarQ18, exploredata-ZA6622_VarQ15_31, exploredata-ZA6622_VarQ25_07, exploredata-ZA6625_VarF10_8, exploredata-ZA6625_VarF27_2, exploredata-ZA6625_VarF9_2, exploredata-ZA6635_Varb2_23, exploredata-ZA6636_Varq7_22, exploredata-ZA6721_Varq16a, exploredata-ZA6727_Varb2_23, exploredata-ZA7657_Varb2_23, exploredata-ZA7753_VarV262, exploredata-ZA7753_VarV263, exploredata-ZA7796_VarF22_1, exploredata-ZA7796_VarF22_11, exploredata-ZA7796_VarF22_4, exploredata-ZA7796_VarF22_8, exploredata-ZA7796_VarF22_99, exploredata-ZA7796_VarF35_9, exploredata-ZA7854_Varqc4g, missy-eu-silc-2017-ph120, missy-mz-2010-ef1123
17717	kinderwunsch	publication	cews-2-609583, cews-2-683156, cews-2-686271, cews-2-693343, cews-2-710822, cews-2-724149, gesis-bib-142037, gesis-bib-143785, gesis-ssoar-20163, gesis-ssoar-20172, gesis-ssoar-29293, gesis-ssoar-31973, gesis-ssoar-32125, gesis-ssoar-32376, gesis-ssoar-32403, gesis-ssoar-32404, gesis-ssoar-32421, gesis-ssoar-32422, gesis-ssoar-32868, gesis-ssoar-33093, gesis-ssoar-33123, gesis-ssoar-33541, gesis-ssoar-35017, gesis-ssoar-35035, gesis-ssoar-35236, gesis-ssoar-35289, gesis-ssoar-35669, gesis-ssoar-35794, gesis-ssoar-36949, gesis-ssoar-38128, gesis-ssoar-38659, gesis-ssoar-38663, gesis-ssoar-38672, gesis-ssoar-39393, gesis-ssoar-40413, gesis-ssoar-41208, gesis-ssoar-41242, gesis-ssoar-41472, gesis-ssoar-41661, gesis-ssoar-43268, gesis-ssoar-46545, gesis-ssoar-46928, gesis-ssoar-46977, gesis-ssoar-47193, gesis-ssoar-48331, gesis-ssoar-48477, gesis-ssoar-50813, gesis-ssoar-50832, gesis-ssoar-50948, gesis-ssoar-51627, gesis-ssoar-51628, gesis-ssoar-51639, gesis-ssoar-51646, gesis-ssoar-51647, gesis-ssoar-52514, gesis-ssoar-53493, gesis-ssoar-53630, gesis-ssoar-55085, gesis-ssoar-55090, gesis-ssoar-56527, gesis-ssoar-57930, gesis-ssoar-5811, gesis-ssoar-63365, gesis-ssoar-63692, gesis-ssoar-6571, gesis-ssoar-66817, gesis-ssoar-68142, gesis-ssoar-68981, gesis-ssoar-69513, gesis-ssoar-71328, gesis-ssoar-71855, gesis-ssoar-74279, gesis-ssoar-74353, gesis-ssoar-79632, gesis-ssoar-81247, gesis-ssoar-83207, gesis-ssoar-8900, gesis-ssoar-9397
17717	kinderwunsch	research_data	SDN-10.7802-2246, ZA2392, ZA3188, ZA3450, ZA3451, ZA3452, ZA3609, ZA3755, ZA3920, ZA4266, ZA4513, ZA4568, ZA4582, ZA4584, ZA4586, ZA4588, ZA4617, ZA4653, ZA4657, ZA5066, ZA5075, ZA5088, ZA5094, ZA5099, ZA5175, ZA5184, ZA5240, ZA5242, ZA5250, ZA5252, ZA5275, ZA5277, ZA5356, ZA5523, ZA5524, ZA5536, ZA5538, ZA5664, ZA5665, ZA5672, ZA5678, ZA5873, ZA5931, ZA5980, ZA6236, ZA6238, ZA6239, ZA6240, ZA6242, ZA6243, ZA6244, ZA6245, ZA6246, ZA6580, ZA6655, ZA6656, ZA6760, ZA6766, ZA6797, ZA6798, ZA6868, ZA6869, ZA7779
17717	kinderwunsch	instruments_tools	pretest-18, pretest-42
17717	kinderwunsch	variables	exploredata-ZA2400_VarV375, exploredata-ZA3160_VarV298, exploredata-ZA3160_VarV299, exploredata-ZA3160_VarV301, exploredata-ZA3160_VarV302, exploredata-ZA3160_VarV303, exploredata-ZA3160_VarV304, exploredata-ZA3160_VarV305, exploredata-ZA3160_VarV306, exploredata-ZA3160_VarV308, exploredata-ZA3160_VarV309, exploredata-ZA3160_VarV311, exploredata-ZA3160_VarV313, exploredata-ZA3160_VarV314, exploredata-ZA3160_VarV316, exploredata-ZA3160_VarV318, exploredata-ZA3160_VarV321, exploredata-ZA3160_VarV323, exploredata-ZA3160_VarV324, exploredata-ZA3160_VarV326, exploredata-ZA3160_VarV329, exploredata-ZA3160_VarV330, exploredata-ZA3160_VarV333, exploredata-ZA3160_VarV334, exploredata-ZA3160_VarV335, exploredata-ZA3160_VarV336, exploredata-ZA3160_VarV339, exploredata-ZA3160_VarV340, exploredata-ZA3160_VarV341, exploredata-ZA3160_VarV342, exploredata-ZA3160_VarV343, exploredata-ZA3160_VarV344, exploredata-ZA3160_VarV345, exploredata-ZA3160_VarV346, exploredata-ZA3700_VarV647, exploredata-ZA4614_VarV49, exploredata-ZA4614_VarV643, exploredata-ZA6612_VarQ16_Anzahl
5275	democracy	publication	bibsonomy-Bellucci2012determinants, bibsonomy-Eriksen2012Rethinking, bibsonomy-Gabriel2013Society, bibsonomy-arndt2013electoral, bibsonomy-blockmans2019representative, bibsonomy-bovens2017diploma, bibsonomy-christmann2018economic, bibsonomy-elff2010disenchanted, bibsonomy-gabriel2013society, bibsonomy-grande2022civil, bibsonomy-konig2022citizens, bibsonomy-krause2018crisis, bibsonomy-leemann2020satisfaction, bibsonomy-loveless2021information, bibsonomy-merkel2018democracy, bibsonomy-morlino2020equality, bibsonomy-reher2013heuristic, bibsonomy-reinl2021federal, bibsonomy-rossteutscher2022lowering, bibsonomy-schmittbeck2022prerequisites, bibsonomy-steiner2022learning, bibsonomy-tatar2022democracy, bibsonomy-valgardsson2021satisfaction, bibsonomy-valgardsson2022satisfaction, gesis-ssoar-12749, gesis-ssoar-37081, gesis-ssoar-41959, gesis-ssoar-44722, gesis-ssoar-48024, gesis-ssoar-57689, gesis-ssoar-62547, gesis-ssoar-65370, gesis-ssoar-65645, gesis-ssoar-66168, gesis-ssoar-67925.2, gesis-ssoar-68943, gesis-ssoar-73493, gesis-ssoar-74050, gesis-ssoar-74677, gesis-ssoar-77884, gesis-ssoar-79205, gesis-ssoar-79312, gesis-ssoar-79642, gesis-ssoar-80341, gesis-ssoar-81222, gesis-ssoar-82984
5275	democracy	research_data	10.7802-1616, SDN-10.7802-1616, SDN-10.7802-1998, SDN-10.7802-2128, SDN-10.7802-2129, SDN-10.7802-2280, SDN-10.7802-2390, SDN-10.7802-2459, SDN-10.7802-2506, SDN-10.7802-2508, SDN-10.7802-2509, SDN-10.7802-2510, SDN-10.7802-2511, SDN-10.7802-2512, SDN-10.7802-2584, ZA1919, ZA1949, ZA1960, ZA2251, ZA2321, ZA2391, ZA2474, ZA2490, ZA2493, ZA2517, ZA2577, ZA2615, ZA2616, ZA2691, ZA2744, ZA2802, ZA2924, ZA3068, ZA3222, ZA3635, ZA3648, ZA3783, ZA3785, ZA3787, ZA3788, ZA3794, ZA3797, ZA3801, ZA3802, ZA3805, ZA3806, ZA3938, ZA3983, ZA3986, ZA4054, ZA4276, ZA4301, ZA4320, ZA4321, ZA4327, ZA4411, ZA4414, ZA4492, ZA4505, ZA4506, ZA4507, ZA4526, ZA4561, ZA4565, ZA4584, ZA4755, ZA4758, ZA4761, ZA4769, ZA4772, ZA4775, ZA4799, ZA4800, ZA4804, ZA4973, ZA5056, ZA5057, ZA5101, ZA5102, ZA5162, ZA5174, ZA5272, ZA5280, ZA5281, ZA5519, ZA5553, ZA5588, ZA5630, ZA5660, ZA5664, ZA5665, ZA5802, ZA5808, ZA5810, ZA5821, ZA5824, ZA5825, ZA5831, ZA5836, ZA5863, ZA5889, ZA5917, ZA5966, ZA5993, ZA6249, ZA6289, ZA6293, ZA6345, ZA6621, ZA6623, ZA6645, ZA6694, ZA6696, ZA6697, ZA6713, ZA6720, ZA6730, ZA6732, ZA6734, ZA6737, ZA6738, ZA6745, ZA6788, ZA6804, ZA6861, ZA6863, ZA6928, ZA6934, ZA6956, ZA6963, ZA7481, ZA7482, ZA7484, ZA7486, ZA7489, ZA7495, ZA7500, ZA7502, ZA7503, ZA7505, ZA7539, ZA7546, ZA7549, ZA7550, ZA7557, ZA7562, ZA7564, ZA7576, ZA7580, ZA7581, ZA7588, ZA7598, ZA7599, ZA7601, ZA7633, ZA7647, ZA7649, ZA7672, ZA7675, ZA7682, ZA7739, ZA7741, ZA7745, ZA7749, ZA7750, ZA7753, ZA7763, ZA7764, ZA7776, ZA7780, ZA7781, ZA7782, ZA7783, ZA7797, ZA7800, ZA7814, ZA7816, ZA7842, ZA7846, ZA7847, ZA7848, ZA7852, ZA7856, ZA7866, ZA7877, ZA7886, ZA7887, ZA7888, ZA7890, ZA7891, ZA7894, ZA7902, ZA7907, ZA7915, ZA7937, ZA7940, ZA7950, ZA7953, ZA7966, ZA7970, ZA7987, datasearch-httpsdataverse-unc-eduoai--doi10-15139S312121, datasearch-httpservices-fsd-uta-fioai--oaifsd-uta-fiFSD2519e, datasearch-httpservices-fsd-uta-fioai--oaifsd-uta-fiFSD2520e, datasearch-httpservices-fsd-uta-fioai--oaifsd-uta-fiFSD3192e, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de570466, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de613261, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de613909, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de626674, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de653310, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de703624, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de703625, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de738298, datorium-10.7802-1616, sowidatanet|datorium-SDN10.7802-1616
5275	democracy	instruments_tools	pretest-2, pretest-27, zis150, zis162, zis192, zis235, zis278, zis292_exz, zis309_exz, zis313, zis37
