query_id	query	research_desc	research_narr
61312	führung	The user is seeking survey items and data related to “Führung,” including guided tours in art exhibitions (participation, expectations, satisfaction) and leadership in political and organizational contexts (coalition/government leadership and management practices). They want to locate where and how “Führung” is measured or discussed across the listed studies.	A document is relevant to the query “führung” if it explicitly addresses leadership or a guided tour, for example political leadership formulations like “unter Führung der SPD/SED,” organizational management such as “Personalmanagement und Führung,” or museum/arts contexts like “Teilnahme an einer Führung” and “Zufriedenheit mit der Führung.” Mentions of party- or government-led coalitions (“aus SPD und CDU unter Führung der SPD”), or leadership evaluations of politicians also qualify. It is typically non-relevant if it discusses politics or culture without touching leadership or tours, or if it only matches the string inside unrelated words. Important edge cases include German compounds and variants: “Führungen” (plural), “Fuehrung” (ue spelling), and compounds like “Führungskräfte,” “Führungsstil” are relevant, while substrings in “Durchführung,” “Einführung,” or “Aufführung” are false positives. Context that clearly signals the sense (leadership vs. guided tour) strengthens relevance, whereas vague or idiomatic uses without that meaning do not.
61531	geschlecht und geschlechterrollen	The user is looking for survey data and analyses on gender and gender roles in Germany—e.g., family roles, equality, and division of labor—particularly from ALLBUS and ISSP modules. They seek sources enabling trend and comparative analyses across years (and possibly countries).	A document is relevant if it directly discusses gender and gender roles, such as attitudes toward women’s and men’s roles in family and work, division of housework, equality/egalitarianism, or women’s participation in institutions (e.g., the military or politics), and especially if it reports or analyzes data from modules like “Familie und Geschlechterrollen.” Survey descriptions that explicitly include “Geschlechterrollen” as a topic (e.g., ALLBUS or ISSP waves covering family and changing gender roles) are relevant, particularly when they detail indicators, questions, or findings on norms and role expectations. Documents that only mention “Geschlecht” as a demographic variable or list it among many controls without discussing roles or norms are not relevant, and pieces focused on other themes (religion, political participation, social capital) are non-relevant unless they contain a substantive subsection on gender roles. Edge cases include records that merely name “Geschlechterrollen” in a long topic list without any measures or results (borderline) versus those that replicate gender-role items as part of a broader survey (still relevant if the items are included). References to “gender” in a grammatical sense or to biological sex/health without social role content should be treated as non-relevant.
61686	gender role attitudes	The user is seeking survey-based information on public attitudes toward gender roles and gender equality, including views on women’s roles (e.g., in the military), division of household and childcare labor, and changing gender norms. They likely want comparative or longitudinal data, especially from German and European studies such as ALLBUS/ISSP and recent EU voter surveys.	A document is relevant if it explicitly measures or analyzes beliefs about gender roles—e.g., scales of “gender role orientation,” opinions on the division of household and childcare tasks, support for women’s employment or breadwinner–homemaker norms, or attitudes toward women in the armed forces. Broad social surveys that include modules like “Family and Changing Gender Roles” (ALLBUS/ISSP) or a specific question on gender roles (EES 2024) are relevant even if gender roles are only one subsection. Data on time use or household task distribution can be relevant when linked to attitudinal items (preferences, fairness judgments), but purely behavioral logs without any opinion measures are borderline or non-relevant. Documents that only list “gender” as a demographic, or focus on political/security issues without questions about gender-role beliefs, are non-relevant. Mentions of “gender equality” or “gender roles” are relevant only if they capture respondents’ evaluations or approval (e.g., acceptance of women soldiers); institutional descriptions or policy overviews without public attitudes are not.
61734	gender role	The user wants sources and measures on gender roles and gender role orientation—covering division of household labor, childcare, time use, partnership and employment histories, and attitudes toward gender equality. They are specifically looking for survey datasets and modules (e.g., ALLBUS/GGSS and ISSP Family and Changing Gender Roles) to analyze these topics, primarily in Germany and in cross-national comparisons.	A document is relevant to the query “gender role” if it examines gender role orientation, attitudes toward gender roles, or the division of labor in family and work, such as surveys on “family and changing gender roles,” “distribution of household tasks,” “time use,” “childcare,” or attitudes toward women in the armed forces. Descriptions of datasets or modules explicitly titled “Gender role orientation,” “Gender roles,” or “Family and Changing Gender Roles (ISSP/ALLBUS)” are strong matches, even if embedded in broader survey overviews. By contrast, content focused solely on security policy, NATO, electoral behavior, or the “role” of politicians or institutions without a gender dimension is non-relevant. Edge cases include documents that mention “gender” only as a demographic variable (not relevant), or use “role” in unrelated contexts (“role of NATO”), versus pieces that link partnership quality or employment biographies to gendered norms in household work (relevant).
61761	gender roles	The user seeks survey-based data on gender roles, including division of household work and childcare, employment and partnership histories, and attitudes toward gender equality. They likely want sources such as ALLBUS/GGSS and ISSP “Family and Changing Gender Roles” modules for trend and cross-national analysis.	A document is relevant if it directly addresses gender roles—such as attitudes toward gender roles, gender role orientation, changing gender roles in families, division of household labor and childcare by gender, or evaluations of women’s roles in institutions (e.g., women in the armed forces). Clear signals include modules titled Family and Changing Gender Roles, measures of gender role orientation and self-perception, and survey content on time use, distribution of household tasks, partner history, and childcare analyzed through a gender lens. Documents are non-relevant when “role” refers to institutions or politicians (e.g., role of NATO, role of the opposition) or when “gender” appears only as a demographic control in studies focused on security, elections, or general politics. Mixed-topic surveys are relevant if a distinct module or item set explicitly covers gender roles, even if other modules focus on unrelated issues; items like quality of partnership or employment biography are only relevant if tied to gendered expectations or comparisons. Edge cases include broad “gender equality” mentions without role-specific measures, which may be weakly relevant unless they include explicit attitudes or behaviors about expected roles.
6177	erziehung	The user is seeking information on “Erziehung” (child-rearing/educational upbringing) in German social surveys, including parental practices, values, and styles, political and religious education, and how these relate to family background, schooling, work, and child outcomes. They likely want datasets or study summaries containing variables on upbringing within broader demographic and socio-economic contexts.	A document is relevant to the query “erziehung” when it explicitly addresses upbringing or child-rearing, such as parenting styles and discipline, religious or political socialization, or family roles in children’s development—for example, surveys on Erziehungsziele and Erziehungsstil, parental involvement in kindergarten, or media influences on children. Content that treats Erziehung within institutions also qualifies if the focus is socialization or pedagogy, like school-based political education, religious education, or policies affecting child-rearing (e.g., Erziehungsgeld) coupled with parental practices. It is less relevant when “Erziehung” appears only as a peripheral variable in broad topic lists (e.g., general life-course or economic surveys) or when the main emphasis is on unrelated domains such as employment history, income, or interview logistics. Edge cases include education-focused materials (Schul- und Berufsbildung) that lack discussion of values or socialization—only partially relevant—and studies of physical development or sports that merely note grades in Körpererziehung without analyzing pedagogical or parenting aspects.
6213	religionszugehörigkeit	The user seeks historical, regionally detailed statistics on religious affiliation in Germany—especially West Germany and North Rhine-Westphalia—drawn from population censuses. They want denominational distributions by state/region across time (circa 1871–2011) to analyze trends such as secularization and post-reunification shifts.	A document is relevant if it reports or analyzes religious affiliation (Religionszugehörigkeit) as legal membership categories, ideally with numeric distributions over time and/or by geography. Highly relevant examples include census-based tables for West Germany or NRW from 1871–2011 showing absolute or percentage shares of Protestant, Catholic, Jewish, and other/none, broken down by Bundesland, Regierungsbezirk, Kreis, or cities like West Berlin, and noting harmonized versus census-specific classifications. Partially relevant are broader demographic or election datasets that include Religionszugehörigkeit as one variable among many, or proxies such as church membership/church tax counts, especially when they discuss territorial changes or classification shifts across censuses. Non-relevant are texts that discuss religion in general (beliefs, religiosity, religious practice, religious education) without affiliation categories or distributions, or items where “Zugehörigkeit” refers to non-religious groups; coverage limited to unrelated regions/timeframes may also be off-topic. Edge cases include 2011 census non-response for minority religions, spelling/term variants (Religionszugehoerigkeit, Konfession), and documents clarifying that official data measure legal membership rather than personal belief—these still support relevance.
62289	generation y	The user seeks a definition of Generation Y (Millennials), including the birth-year range that defines the cohort and their typical characteristics, values, and behaviors, possibly contrasted with other generations.	A document is relevant to the query “generation y” when it explicitly discusses the cohort also known as Millennials (typically born 1981–1996), uses synonyms like “Gen Y,” or analyzes their attitudes, behaviors, demographics, or outcomes (for example, Millennials’ political preferences in the 2009 EU elections or workplace expectations). It can also be relevant if it defines the cohort by birth years and segments results accordingly, such as “voters born after 1980 showed higher support for X.” By contrast, content that merely uses the letter “y” in unrelated ways (e.g., “y axis” on a political spectrum) or describes a survey and its policy statements without any age or generational framing is non-relevant, even if it includes general demographics. Edge cases include documents that provide raw age or birth-year fields enabling a clear mapping to Generation Y; these become relevant only if the cohort is actually segmented or discussed. Mentions of “young people” are relevant only when tied explicitly to the Millennial birth range rather than generic youth.
62491	generation	The user is looking for datasets and studies that operationalize “generation” (e.g., school cohorts, voter generations, Generation Z) and analyze cohort-specific patterns in education, political behavior, mobility, and attitudes. The focus is largely on Germany/Prussia from the 19th century to the present, including how “school generations” influenced Reichstag voting.	A document is relevant if “generation” is a central analytic unit, especially in the sense of age cohorts, named cohorts (e.g., Generation Z), or inter-/intragenerational dynamics. Clear signals include defining cohort boundaries (by birth years or schooling periods), comparing outcomes across cohorts (for instance, Prussian “school generations” and voter behavior 1816–1927 or youth generations 1919–1933), or coding results by “generation groups.” Methods sections or datasets that segment variables by intergenerational or intragenerational mobility, or tables explicitly labeled “generation” or “generational” are also relevant. Non-relevant material uses “generation” in unrelated senses (electricity or text/content generation), as marketing boilerplate (“next-generation”), or only incidentally (e.g., “generated variables”) without cohort-based analysis. Edge cases to include are hyphenated and variant forms (multi-generational, Gen Z) and synonyms like cohort, while near-string matches such as “General” or country names should not be treated as hits.
6267	abtreibung	The query seeks information on abortion—particularly public attitudes, policy preferences, and related factors like religion, politics, contraception, and demographics—across multiple social surveys and datasets. It aims to identify where abortion is measured within broader studies (e.g., church and youth work, family planning, electoral behavior, EU issues) and what variables or questions are included.	A document is relevant if it substantively addresses abortion (Abtreibung), including legal frameworks (e.g., §218 StGB), moral or religious debates, access and policy, or measured attitudes and behaviors, and it may use synonyms like Schwangerschaftsabbruch. Examples of relevance include survey modules asking about permissibility under conditions (rape, health risk to the mother, fetal impairment, social/economic reasons), church modernization debates that mention a more liberal stance on abortion, youth or family planning studies linking abortion with contraception, and political content such as referenda or EU policy discussions that reference abortion laws. Materials on reproductive health that explicitly include abortion alongside pregnancy, contraception, or adolescents’ knowledge and attitudes also qualify. Non-relevant cases include texts where “abtreibung” appears only incidentally in metadata, or documents focused solely on miscarriage/stillbirth (Fehlgeburt, Totgeburt) or veterinary/animal “abortion” rather than human pregnancy termination. Edge cases: a brief mention of abortion as one item in a long list is only weakly relevant, whereas documents using the synonym Schwangerschaftsabbruch or rating scales of abortion acceptance are relevant even without extensive discussion.
6322	klima	The user wants surveys and datasets related to “klima” (climate), spanning environmental climate change and climate protection as well as measures of social, political, and organizational climate. The focus is on German and EU contexts, including youth and general population attitudes, school/workplace climate, and broader public opinion.	A document is clearly relevant to the query “klima” if it addresses environmental climate topics or climate change, such as surveys on “Klima und Umwelt,” youth attitudes toward climate protection, or historical time series on “Umwelt, Klima und Natur” (e.g., the Hamburg BUS survey, the youth climate study, or Deutschland in Daten). It is also relevant when “Klima” appears in compounds like Klimaschutz, Klimawandel, or Klima- und Umweltpolitik. Partially relevant or ambiguous are metaphorical uses like “soziales Klima,” “Unterrichtsklima,” “Arbeitsklima,” or “politisches Klima” (e.g., teacher surveys on collegial climate or Eurobarometer modules on social climate), which match the keyword but may not satisfy an environmental-climate intent. Non-relevant are documents that do not mention “Klima” at all or only use unrelated senses (e.g., “Klimaanlage” for air conditioning or idioms like “ein Klima der Geborgenheit”) without any environmental context. Edge cases include case-insensitive matches, hyphenation, and German compounding, so hits like “Schutz von Umwelt und Klima” should be counted, whereas items focused solely on school cooperation or voter behavior without a climate facet should not.
63419	islam	The user is seeking empirical datasets and studies on Islam/Muslims in Germany that estimate population size and composition and detail demographics, religious practice, integration, and schooling. They also want surveys of broader public attitudes toward Islam and related political issues in Germany and Europe, accounting for census limitations and methodological notes.	A document is relevant to the query “islam” if it directly addresses Islam or Muslims—for example, estimating the number of Muslims in Germany, describing Islamic beliefs and practices, or analyzing integration, headscarf use, Islamic education, or recognition of Islamic associations (e.g., DITIB, ZMD, VIKZ). Surveys that measure public attitudes toward Islam—such as “Islam belongs to Germany,” monitoring Islamic communities, compatibility of Islam and democracy, or perceptions of “Islamic fundamentalism”—are also relevant, even when framed as security or foreign-policy items. By contrast, texts focused solely on Christian church membership trends or generic religion without Islam-specific data, or datasets where Muslims are only tangentially mentioned (e.g., in a long list of religions) or omitted due to non-response with no imputation, are non-relevant. Edge cases include documents where “Islam” appears only as an example, where affiliation reflects legal membership rather than belief, or where Alevis are included/excluded ambiguously; these are weakly relevant unless they analyze Muslims or Islam-specific outcomes. Technical details about sampling, geocoding, or weighting are not relevant unless they specifically enable Islam-focused estimates or subnational analysis of Muslims.
6370	klimawandel	The user is looking for surveys and datasets on public opinions about climate change and climate policy in Germany and the EU, including views on mitigation measures, renewables vs. nuclear, oil and gas supply, and the energy transition. They also seek methodological and demographic details from sources such as GIP, Eurobarometer, and ISSP.	A document is relevant if it substantively addresses climate change (Klimawandel) itself—its causes, impacts, or responses—such as public attitudes toward climate policy, CO2 emissions, renewable energy, nuclear power, adaptation, extreme weather, or willingness to pay for climate protection. Survey descriptions and questionnaires that include dedicated “Klimawandel” modules, questions on EU or national measures, personal behaviors (e.g., flying, energy saving), or policy instruments (CO2 tax, tempolimits, subsidies) are clearly relevant. Materials that only list climate change as one of many topics without further detail, or that discuss adjacent issues (EU elections, poverty, or general environment) without explicit linkage to climate change, are weakly or non-relevant. Edge cases include energy-security discussions or “Energiewende” content that are relevant only if tied to emissions and climate goals, and documents where “Klimawandel” appears merely as a keyword tag or passing mention, which should be treated as low relevance. Synonymous or related terms in German or English (e.g., Klimaschutz, globale Erwärmung, greenhouse gases) also signal relevance when they directly concern climate change.
6481	home office	The user is looking for survey data on home office/remote work in Germany, including whether and how often people work from home, shifts to home office during COVID-19, and reasons or barriers. They also want attitudes toward legal regulation or a right to home office, along with related demographics.	A document is relevant to the query “home office” when it discusses working from home as a form of paid employment, including measurement of workplace location (e.g., “at home in the home office”), remote/telework or hybrid arrangements, changes in work patterns during COVID (“more home office”), or attitudes toward policies such as a legal regulation on home office and reasons for wanting or rejecting it. It remains relevant if home office is only one module among many topics, as long as it contains concrete items or results about prevalence, interest, or regulation of working from home. By contrast, texts about “old people’s homes,” nursing homes, or housing, and mentions of “offices” as public authorities (Press and Information Office, employment office, social services office) are non-relevant because they do not concern remote work. Edge cases include “work at home” referring to unpaid housework or historical piecework; count it only if it clearly means paid job tasks done from home, and ignore uses of “Home Office” as the UK ministry unless the document is specifically about that institution. Strong relevance signals include variables on current place of work, shifts to home office during the pandemic, and questions about legal regulation or personal interest in home office.
6499	politische bildung	The user is seeking surveys and datasets on political education and civic engagement, including political interest, media use and preferred information sources, knowledge and trust in institutions, participation, and related attitudes, with demographic breakdowns. The focus is primarily on Germany (e.g., Saxony) and includes references to institutions and studies such as the Bundes-/Landeszentrale für politische Bildung, the German Internet Panel, and media literacy research.	A document is relevant if it explicitly treats politische Bildung (civic/political education) as its focus, for example by surveying interest in political learning, preferred and used sources for political education, trust in and use of institutions that provide it (e.g., Bundes- oder Landeszentralen für politische Bildung, political foundations like Konrad Adenauer or Friedrich Ebert, parties, Volkshochschulen, universities), participation in educational events, or the likelihood of seeking offerings. Studies on media literacy and journalism use are also relevant when framed as civic education (e.g., Sächsische Landeszentrale studies on media competence, continuing education needs, and support for media pedagogy). Non-relevant are datasets centered on elections, party preference, EU or security policy, or general socio-economic attitudes without an explicit link to political education programs, institutions, curricula, or learning outcomes (even if they mention political interest or demographics). Edge cases include documents about “Bildung” or media use: they count only if they connect to civic/political learning goals, methods, or providers; pure campaign polling, generic political attitudes, or international cases without a civic-education component should be excluded. Evaluations or positions on state support for civic education in schools and society, and assessments of how such institutions contribute to democracy, are strongly relevant.
6501	homosexualität	The user seeks survey-based information on homosexuality, including public attitudes and value judgments, sexual orientation and behavior, coming out, contacts, discrimination and violence, and related issues like AIDS, family, religion, and policy. The focus is largely on German and European populations across various datasets and time periods.	A document is relevant if it substantively discusses homosexuality as identity, behavior, attitudes, or policy—e.g., surveys measuring “Einstellung zur Homosexualität,” studies of coming out, same-sex relationships, discrimination, or contact with gay/lesbian people, or modules linking homosexuality to health topics like HIV/AIDS. Materials that analyze acceptance of homosexuality within broader value indices (World/European Values, Eurobarometer), or that focus on specific contexts such as students, the military, youth socialization, or evaluations of films about homosexuality are also relevant. Documents that only list the word “Homosexualität” in passing, treat it as a minor checkbox among many unrelated items without any findings or description, or that discuss unrelated concepts (e.g., homophones/technical terms) are non-relevant. Edge cases include broad social surveys where homosexuality is one of several attitude scales (still relevant if the variable is present and described) and datasets aggregating acceptance as a subcomponent (relevant if the role of the component is clear).
6534	kriminalitätsfurcht	The user seeks German survey data and documentation on fear of crime, including measures of perceived safety, victimization across offense types (e.g., theft, assault, burglary, cybercrime), reporting behavior, and protective actions. They also want how these metrics relate to demographics and political attitudes/voting, with details on methodology, regional coverage, and longitudinal comparisons.	A document is relevant to the query “kriminalitätsfurcht” if it measures or analyzes fear of crime or perceived safety, for example via survey items on Sicherheitsgefühl in the neighborhood at night, Beunruhigung about being assaulted or burglarized, delikt­spezifische Kriminalitätsfurcht (theft, assault, burglary, cybercrime), expected victimization probabilities, and avoidance or protective behaviors taken due to fear. Studies and datasets that explicitly include a Kriminalitätsfurcht module or closely related constructs such as Sicherheitsempfinden, Beunruhigung, incivilities/disorder, and fear of terrorism or online crime (phishing, identity theft, malware) are clearly relevant; examples include the Deutscher Viktimisierungssurvey and “Sicherheit und Kriminalität in Sachsen 2022,” as well as election or opinion polls that ask about one’s own Kriminalitätsfurcht. Documents are non‑relevant when they focus solely on crime control policy (Kriminalitätsbekämpfung), party preferences, general demographics, or raw victimization counts without assessing fear, or when Kriminalitätsfurcht is only name‑checked without corresponding questions or measures. Edge cases that should still count include sections using synonyms like Sicherheitsempfinden or items such as “Sicherheitsgefühl nachts in der Wohngegend” even if the exact term Kriminalitätsfurcht is absent, and modules on fear tied to specific settings (public transport, workplace) or to internet security. Conversely, election studies that mention crime only as a policy competence area, or datasets where Kriminalitätsfurcht appears in a keyword list but no related variables are present, should be treated as non‑relevant or borderline.
65758	hochschule	The user is seeking comprehensive information and datasets on German higher education institutions, including surveys and time-series statistics on students, staff, governance, equality structures, digital learning, knowledge transfer, admissions, grading trends, and employer perceptions. They likely want sources such as HISTAT and DFG data handbooks that compile historical and contemporary data on universities and vocational schools across regions and time periods (including the former DDR).	A document is relevant if it clearly concerns higher education institutions (Hochschulen) and related topics such as universities/Fachhochschulen, professors and students, governance, equality offices, digital teaching, admissions/selection, grading, or statistical time series about Hochschulen (e.g., HISTAT datasets on staff, funding, or student numbers). Concrete examples include surveys of Hochschullehrer on knowledge transfer, monitors of digital learning at the Hochschule, studies on grade inflation in university exams, or datasets distinguishing Universitäten, Technische Hochschulen, and Fachhochschulen. Material that only covers non-tertiary schooling (e.g., Berufsschulen) without a higher-education angle, or uses “Hochschule” merely in a name without substantive discussion of higher education, is non-relevant. Edge cases include DDR data that explicitly treat the Hochschulwesen (relevant), mixed documents that cover both Berufliche Schulen and Hochschulen (partly relevant if the higher-ed component is substantive), and content using synonyms/compounds like Universität, Uni, FH, Hochschulpolitik, or Hochschulzugang (relevant even without the exact keyword). Conversely, strings containing “hoch” or “schule” in unrelated compounds or geographic names, or generic tech/equipment mentions not tied to a Hochschule context, should be treated as non-relevant.
6616	politische partizipation	The query seeks survey datasets and studies on political participation, interest, and civic engagement—primarily in Germany—including ALLBUS/ISSP modules, SOEP-based analyses, and local urban renewal case studies, with rich measures (protest, political culture, media use, social capital) and demographics. The goal is to analyze determinants, patterns, and trends in participation across different populations and contexts.	A document is relevant if it directly treats political participation (politische Partizipation) as behavior, attitudes, or measures—such as voting, protest/demonstrations, civic/petition activity, membership, political interest, efficacy, and engagement scales—and examines determinants or contexts of these activities. Survey-based descriptions and study reports are highly relevant when they include participation modules or indices (e.g., ALLBUS/ISSP items on conventional and unconventional participation, political alienation, media use, political knowledge, trust) or analyze participation in local contexts like urban renewal cases in Cologne/Oberhausen/Wuppertal or Andernach. Content on political education is also in scope if it links information sources, event attendance, or readiness to participate to political engagement; youth studies discussing protest participation, left–right self-placement, party ID, and participation indices likewise qualify. Non-relevant material includes texts that only list demographics without analyzing participation, or that use “Partizipation” in non-political domains (workplace, school) unless explicitly tied to political involvement; generic program overviews that mention participation but provide no measures or findings are borderline. Edge cases include cross-national gender-representation surveys that measure political participation (relevant) and documents where “participation” appears in long topic lists—these should be included only if they contain concrete indicators or analyses of political participation.
66195	environmental	The user is seeking comprehensive survey data on environmental awareness and behavior—primarily in Germany—including attitudes toward environmental protection, consumption and mobility habits, climate and energy policy preferences, and consumer protection. They also want methodological details, demographic variables, time‑series context, and coverage of recent waves such as the 2024 study.	For the query “environmental,” a document is relevant when it substantively addresses environmental awareness, conditions, policy, or behavior—such as surveys on attitudes to pollution and climate change, measures of conduct harmful to the environment, perceived noise and air/water pollution, willingness to pay for eco-friendly products, waste separation, eco labels, and energy or mobility transitions (e.g., the Energiewende). The paragraph is highly relevant because it details repeated German survey programs on environmental consciousness, including scales on attitudes and behaviors, assessments of environmental quality at local, national, and global levels, readiness to change lifestyles, and policy preferences on taxes, traffic, agriculture, and climate. Content that is only tangential—consumer protection or political participation without an environmental link, demographic fields, or survey logistics—is peripheral and not directly responsive unless tied back to environmental outcomes. Edge cases include documents using “environmental” in unrelated senses (e.g., business or software environments) or only name-dropping the term; these would be non-relevant, whereas historical or regional angles (e.g., GDR comparisons, EU agricultural policy) remain relevant if they analyze environmental protection or impacts. Similarly, sections on vocational training or MMM tasks are non-relevant unless they explicitly connect to environmental attitudes or behaviors.
6719	welfare	The user seeks empirical data and studies on welfare in Germany, including profiles of recipients, evaluations of youth welfare institutions, and public attitudes toward the welfare state and social justice. They also want analyses of conflicts among welfare workers and longitudinal social indicators tracking welfare and quality of life (1950–2013).	A document is relevant if it addresses public welfare/social assistance systems, their recipients, administration, and outcomes—for example, profiles of aid recipients (age, marital status, nationality), reasons for granting aid, duration and amount of benefits, or the role and evaluation of Youth Welfare Committees and departments. Materials that measure welfare broadly—such as social indicator systems tracking life satisfaction, income, health, social isolation, or other quality-of-life metrics over time—also count as relevant. Studies of organizations serving welfare clients (e.g., Caritas) that detail clients’ income, housing, unemployment benefits, support payments, experiences with authorities, and pathways into or out of welfare are clearly on-topic. Edge cases include texts on “welfare workers” and workplace conflict: these are only marginally relevant unless they explicitly link to public welfare service delivery; theoretical “welfare economics” or “well-being” pieces are relevant if they operationalize or assess social welfare, but not if they use the term loosely. Non-relevant documents would use “welfare” in unrelated senses (animal welfare, corporate employee welfare, police welfare checks) or discuss general socioeconomics without any substantive tie to welfare policy, benefits, or welfare-state institutions.
67543	flüchtling	The user is looking for survey-based information and datasets on refugees in Germany and the EU, including public attitudes toward asylum policy, perceived impacts of refugee inflows, integration, and local experiences. They also seek insights on volunteer engagement, expectations of government, related political opinions, and demographic breakdowns.	A document is relevant if it explicitly discusses refugees/asylum seekers or refugee policy, including compound and plural forms such as “Flüchtlinge,” “Flüchtlingspolitik,” “Flüchtlingshilfe,” or related terms like “Asyl,” and covers themes like German/EU asylum policy, the impacts of refugee inflows, and personal engagement with refugees. Strong signals include content on neighborhood experiences with refugees, perceived effects (crime, meeting skilled labor demand, cultural enrichment, demographic change, financial strain), expectations of return, and concrete volunteering actions (donations, hosting, language tutoring, supporting shelters). Political or social-cohesion materials are relevant when they link elections, party preferences, or community cohesion directly to refugee topics (e.g., views on Merkel’s refugee policy, EU reform, acceptance of local refugee housing); similar content without a refugee component is non-relevant. Broad migration/diversity or integration discussions are only relevant if refugees/Asylbewerber are explicitly addressed rather than immigration in general. Edge cases include historical DDR refugees (still relevant), and datasets where “Flüchtling” appears only in variable lists or passing mentions—these are weakly relevant unless the substantive focus centers on refugees.
6763	psychotherapie	Seeks survey-based information on psychotherapy among Freiburg physicians, focusing on doctors’ attitudes toward psychotherapy and related treatment patterns within the broader context of their professional characteristics, patient mix, and continuing education.	A document is relevant if it explicitly discusses psychotherapy—its use, attitudes toward it, training, policies, or how physicians engage with it—such as a survey that measures doctors’ “attitude to psychotherapy” or their participation in psychotherapy-related continuing education. Content about mental health treatment modalities, referrals to psychotherapists, or the prevalence of psychological illnesses connected to therapeutic approaches also counts. It is not relevant if it only covers doctors’ economic conditions, administrative workload, demographics, or medication prescribing without addressing psychotherapy itself, and terms like psychology or psychosomatic issues alone do not guarantee relevance. Edge cases include long lists where “psychotherapy” appears as one item (still relevant but shallow), language or morphological variants (Psychotherapie, psychotherapeutisch, Psychotherapeut), and potential false positives like physiotherapy or psychopharmacology mentions that lack a psychotherapeutic component. For example, this survey text is relevant because it directly includes “attitude to psychotherapy,” even though many other topics are listed.
67689	family	The user seeks survey-based datasets and analyses on family structures and dynamics—including multigenerational living, caregiving and financial support, custody models, celebrations, and intergenerational ties—and their links to health care use, employment and gender roles, and policy. They want methodological details and demographic coverage across countries and time.	A document is relevant if it examines “family” as a social unit—structures, relationships, roles, support and care, custody arrangements, intergenerational ties, or family-related policies and wellbeing. Examples include surveys on post-separation family models and joint custody, household composition and caregiving, attitudes to marriage and childrearing, kinship networks (e.g., KINMATRIX), and studies linking family circumstances to outcomes (such as childcare, financial support, or media use). Partially relevant items treat “family” as a significant subtheme in other domains—healthcare (family doctor, relatives in need of care), economics (family businesses, remittances), or education—when they analyze impacts on or practices within families rather than merely naming them. Non-relevant material uses “family” only as a label detached from human kinship (e.g., product families, mathematical families) or contains only incidental mentions with no substantive discussion. Edge cases: historical genealogy tables are relevant if they map relationships across generations; a study on internet use is relevant when it explicitly ties trajectories to family context but not if it reports usage trends without familial factors.
6854	natur	The user is seeking surveys and studies about “nature,” specifically German public attitudes and behaviors regarding nature and biodiversity, conservation, nature-friendly consumption, urban and agricultural landscapes, and landscape changes from the energy transition, including measurement scales, motivations, and demographic correlates.	A document is relevant if it addresses “Natur” in the environmental or ecological sense—e.g., attitudes toward nature, nature experience, biodiversity, conservation (Naturschutz), urban nature (Stadtnatur), protected areas (Nationalparks, Natura 2000), agriculture’s impacts on nature, or landscape changes from the energy transition. German compound terms containing “Natur” such as Naturerleben, Naturschutz, Naturverträglichkeit, Naturpark, or biologische Vielfalt count as strong signals, as do survey instruments measuring responsibility for nature, frequency of time spent in nature (forest, parks, rivers), or willingness to engage in conservation. Content about nature-friendly consumption (Bio, regional/seasonal products, Naturkosmetik when tied to environmental impact) and policy/evaluation items (wildness areas, species protection, land-use, Gentechnik in agriculture) are also in scope. Non-relevant are uses where “natur” appears only tangentially or idiomatically (e.g., “the nature of a problem,” media lists that merely mention “Natur- und Tierfilme,” or topics like TV ratings, general religion, or politics without a substantive link to environmental nature). Edge cases include “Naturwissenschaft(en)” or “menschliche Natur”: these are only relevant if explicitly connected to environmental preservation or human–nature relations rather than science education or philosophical discussion.
718	turkey	The user seeks research and survey data related to Turkey, especially on Turkish migration and integration in Europe (notably Germany), identity, language, and discrimination. They also want public opinion datasets on Turkey’s potential EU membership and broader foreign policy perceptions involving Turkey.	A document is relevant to the query “turkey” when it centers on the country Turkey or Turkish people, for example studies of Turks in Europe, surveys on migration to and from Turkey, or public opinion about Turkey’s potential EU membership, NATO, or foreign policy. Content about Turkish identity, language use, religion, discrimination, remittances, and attachment to Turkey, as well as references to Turkish cities (Ankara, Istanbul), demonyms (Turkish, Turk), or the country code TR that clearly indicate the state, also qualifies. Broad comparative surveys that devote specific questions or sections to Turkey (e.g., attitudes toward Turkish EU accession or views of Turkey among Europeans) are relevant, while lists that merely name Turkey among many countries without substantive discussion are only weakly relevant. Documents about “turkey” the bird, recipes, Thanksgiving, or a person/company named Turkey are non-relevant. Variants like Türkiye or references to Turkish parties, elections, or diaspora communities support relevance when they clearly pertain to the country.
