query_id	query	item_type	var_desc	var_narr
52781	alkoholkonsum	instruments_tools	A person searching "alkoholkonsum" is likely seeking concise information about alcohol consumption—its prevalence, health risks and possible benefits, recommended drinking limits, and public‑health guidelines. They may want statistics, trends, or practical advice for safer drinking or reducing alcohol use.	A document is relevant to the keyword "alkoholkonsum" if it directly addresses patterns, prevalence, health effects, guidelines, policy or prevention related to alcohol drinking—for example public‑health reports, epidemiological studies, WHO or national drinking‑limit recommendations, or clinical guidance on risks and interventions. Useful documents give concrete details such as consumption metrics (standard drinks or grams of alcohol), age and demographic breakdowns, regional laws or trends, and clear outcomes (liver disease, accidents, pregnancy risks); a page summarizing a study on binge drinking rates in Germany would be a strong match. Non‑relevant documents merely mentioning the word in passing, focusing only on alcohol production or cocktail recipes, discussing unrelated chemicals called “alcohols” in chemistry, or being primarily promotional/advertising content are poor matches. Edge cases include language and scope: German‑language or region‑specific materials are often more pertinent for a German query, while older reports or paywalled abstracts may be less useful unless they provide unique historical or methodological insight. Finally, documents that clarify measurement units, thresholds, and context (e.g., pregnancy, youth, cultural norms) are especially valuable; superficial lists or SEO pages that lack data or interpretation should be deprioritized.
53774	berufsausbildung	instruments_tools	The query "berufsausbildung" seeks concise information about vocational training (apprenticeships) in Germany — what they are, their structure, duration, and legal/occupational framework. It may also ask how participation and outcomes are measured in surveys like the BIBB‑BAuA 2018 employment survey pretest (questions on training, workplace tasks, demands and health).	A document is relevant to the keyword "berufsausbildung" if it directly addresses vocational training and initial apprenticeship systems — for example, descriptions of the dual system, curricula, qualification outcomes, apprenticeship numbers, policy measures, or survey findings about participation in Aus- und Weiterbildung. The provided paragraph mentions "Aus- und Weiterbildung" within a broader BIBB/BAuA employment survey, so it would be partially relevant if the report contains substantive results about vocational training, apprenticeship pathways, or training needs identified in the survey. It is non‑relevant if the document only covers survey methodology, pretest procedures, cognitive interview techniques, or focuses solely on occupational health and workload without linking findings to vocational education. Edge cases include texts that discuss continuing education or in‑company training (Weiterbildung) — these can be borderline relevant depending on whether they treat initial vocational qualifications; likewise, mentions of "Ausbildung" in purely historical, legal, or non‑German contexts may be less useful despite keyword overlap.
54621	beschäftigungsverhältnis	instruments_tools	The user is likely asking for the meaning and operational use of the German term "Beschäftigungsverhältnis" — i.e., a person’s employment relationship or employment status (employee vs. self‑employed, employer, unpaid family worker; contract type such as full/part‑time, permanent vs. temporary, formal vs. informal). They may also want to know how that variable is recorded in surveys and classifications (for example ESeC uses it together with ISCO08 job codes and occupational position to assign socio‑economic class, and caregiving surveys use it to identify whether and how care workers are employed and paid).	A document is relevant to the query "beschäftigungsverhältnis" if it explicitly discusses the type or status of employment relationships — for example distinctions between formal vs informal work, full‑time/part‑time, self‑employment vs employee status, or the variable "Art des Beschäftigungsverhältnisses" used in coding. Items that describe how employment-status information is collected or harmonized (e.g. ESeC/ISCO08 recoding rules, SPSS syntax, or survey questions about employment and payment of care workers) are directly useful. A document is not relevant if it only mentions employment in passing or focuses solely on a different topic (e.g. survey methodology like the Person Count Technique) without providing definitions, categories, or operationalization of employment relationships. Edge cases include texts that use synonymous terms ("Arbeitsverhältnis", "employment status", "Beschäftigung") — these are relevant if they contain the same operational detail — and materials in another language that quote the German variable name, which can be relevant for cross‑national coding.
56089	arbeitsleistung	instruments_tools	The user is looking for a clear definition and explanation of the German term "Arbeitsleistung" (work performance/work output), including how it’s measured or calculated and its relevance in workplace, legal, or technical contexts. They may also want examples and practical ways to assess or improve employee productivity.	A document is relevant to the keyword "arbeitsleistung" if it explicitly discusses work performance or the amount of work delivered—e.g., HR guidance on employee performance evaluation, employment contract clauses about duties or performance-based pay, measurement methods for productivity, or German case law and statutes interpreting an employee’s duty to render Arbeitsleistung. Useful signals of relevance are the term appearing in the title or headings, presence of definitions, examples of how performance is measured (KPIs, output metrics), sample contract language, or citations of labor law (collective agreements, Betriebsvereinbarungen, court decisions). Non-relevant documents merely mentioning the word in passing, focusing on unrelated meanings (for example technical literature about electrical "Leistung" = power, or physics discussions of work and energy that don’t concern labor), or poor machine translations that garble context should be excluded. Edge cases include ambiguity between legal/HR intent and scientific usage, compound words or variants (e.g., "Erbringung der Arbeitsleistung", "Arbeitsleistungspflicht"), and documents in other languages — in those cases look for surrounding context (contract, employer/employee, KPIs, statute citations) to disambiguate relevance.
56749	antisemitism	instruments_tools	A user searching "antisemitism" here is likely looking for survey items and methodological information about measuring antisemitic attitudes in German social surveys (e.g., the ZHPFGZ Cohesion Panel and ALLBUS). They want the actual question wordings (including English translations), details on cognitive pretesting methods used (web probing, face-to-face cognitive interviews), and findings about item comprehension and response difficulties.	Relevant documents explicitly treat antisemitism by defining it, presenting survey items or scales about antisemitic attitudes, reporting prevalence or trends, or describing the testing and adaptation of antisemitism questions (for example, cognitive pretests or Allbus evaluations of antisemitism items). Documents that only list antisemitism among many topics without giving item wordings, results, or measurement detail are less relevant because they do not enable assessment of how antisemitism was operationalized. Methodological reports about web probing or panel design are relevant only when they discuss the antisemitism items specifically; otherwise they are incidental. Edge cases include translated questionnaires or metadata-only datasets — these are useful if they preserve original German item wordings or provide clear variable descriptions, but are only partially relevant if they lack the actual items or results.
58154	gesundheitszustand	instruments_tools	The user wants to know how the study measures "Gesundheitszustand" — specifically which survey items (self-rated health compared with peers, relative timing preferences for illness, and the estimated probability of using preventive care) are used to predict skin‑cancer screening decisions. They also want to know these items were pretested via face‑to‑face cognitive interviews (with simultaneous interpreters by video) in Serbian, Arabic, Farsi, Russian and English as part of the RESPOND project on asylum‑seeker care.	A document is relevant to the keyword gesundheitszustand if it explicitly addresses health status or measures of it — for example self-rated health, comparisons with peers, clinical condition, or survey items asking about one’s own health. The paragraph is relevant because it directly mentions “Einschätzung der eigenen Gesundheit im Vergleich mit Gleichaltrigen” and links preventive behavior (skin cancer screening) and perceived disease risk to respondents’ health perceptions. It would be non-relevant if the text only discusses unrelated topics (e.g., interpreter logistics, econometric methods, or general project administration) without content on health status. Edge cases include texts that do not use the German term but clearly measure health via screening uptake or risk-probability questions (still relevant), versus passages that mention the word only in passing or metaphorically (borderline or non-relevant).
60378	führungsstil	instruments_tools	The query asks for a concise summary of the Leader–Member Exchange (LMX) scale as a measure of leadership style — developed by Graen and Uhl‑Bien (1995) from transactional leadership theory and grounded in dyadic social exchange (Dansereau et al., 1998) — and completed by employees. The LMX captures relationship quality (trust, respect, encouragement, affection) via two main dimensions (supervisor promotion of employee self‑worth and satisfactory employee performance) and subscales for affection, loyalty, professional respect and perceived engagement, using everyday item wording.	A document is relevant to the query "führungsstil" if it discusses leader–follower interaction patterns and measurement of leadership behavior, for example by describing the Leader–Member Exchange (LMX) scale, its dyadic focus, subscales (affection, loyalty, professional respect, perceived commitment), and core aspects such as trust, respect, encouragement and employee-rated items. Concrete signals of relevance are mention of Graen and Uhl-Bien (1995), the transactional leadership basis, that the questionnaire is completed by employees, or practical examples of how LMX captures differences in supervisory support and performance expectations. A document is non-relevant if it only uses the word "Führungsstil" in passing, treats leadership solely as administrative procedure, or focuses exclusively on unrelated topics (e.g., corporate policy or IT systems) without addressing interpersonal leadership patterns. Edge cases include psychometric validation papers (partially relevant if they discuss conceptual implications for leadership style, less so if they only report factor analyses) and translations or language-only descriptions that omit substantive links to leadership behavior.
6267	abtreibung	instruments_tools	The user is seeking the specific legal paragraph(s) on abortion in German law (commonly §218 StGB), including the statutory text, what conduct is prohibited or permitted, applicable exceptions, penalties, and any procedural rules or recent legal changes.	Relevant documents explicitly address "Abtreibung" together with the legal paragraph or statutes that govern it (for example discussions of Germany’s §218 StGB), court decisions, official government guidance, medical protocols for lawful terminations, or scholarly/legal commentary that quotes or analyzes the specific paragraph. Examples of strong relevance are the text of the criminal code, explanatory notes from a health ministry, legal blogs that cite the paragraph number and its amendments, or news stories that explain how a particular paragraph was applied in a court case. Non-relevant documents merely use the term in passing, use "paragraph" in a typographic or editorial sense, discuss unrelated statutory paragraphs, or focus only on personal anecdotes without linking to legal text. Edge cases include historical or comparative pieces that mention an old version of the paragraph (relevant for context), translations that use "abortion" instead of "Abtreibung" (still relevant), and opinion pieces that reference the paragraph number but do not explain its content (partially relevant). Look for clear signals of legal citation, quoted statutory language, or authoritative sources to determine strong relevance.
6346	worklifebalance	instruments_tools	The user is looking for how "work–life balance" is measured in the ISSP survey—specifically the work–family conflict items (work interfering with family and family interfering with work), their wording and scale. They also want methodological details about the German pretest (face‑to‑face cognitive interviews) and the fact that the documented items are English translations of original German questions with a link to the 2015 source questionnaire.	This document is relevant because it explicitly discusses ISSP survey questions on work-life balance, working hours, and a four-item work–family conflict scale (measuring work interference with family and family interference with work), and notes that items were pretested in German and translated to English. It is especially useful when it contains the actual item wordings, details of the cognitive (face-to-face) pretests, or notes on measurement and validity, which researchers can use as examples of instrument construction. It would be non-relevant if the file only contains administrative history (e.g., ISSP membership growth), formatting metadata (font, style tags), or a brief passing mention without any substantive questions or scale information. Edge cases include documents that use the concatenated token "worklifebalance" or only mention related terms (e.g., “working hours”) without the conflict scale — these may be partially relevant but could be missed by strict exact‑match searches — and translations that do not match the original German wording, which are useful for context but may not substitute for the source items.
6501	homosexualität	instruments_tools	A short informative paragraph that defines homosexuality — the pattern of romantic or sexual attraction to people of the same sex — and summarizes its social, cultural, and legal context. The user likely wants a concise, neutral explanation suitable for an essay, schoolwork, or general background.	A document is relevant to the keyword "homosexualität" if it substantially discusses homosexuality—its definitions, history, legal status, health issues, social attitudes, cultural representation, or policy debates—especially when written in German or using closely related terms like "homosexuality," "gay," "lesbisch," or "LGBT." Relevant examples include scholarly articles on the history of homosexuality in Germany, news reports about LGBT rights, advocacy pages, medical or psychological analyses, and law texts that explicitly address the status of homosexual people. A document is non-relevant if the term appears only incidentally (e.g., a single passing mention, a filename, or metadata), if the content is about an unrelated subject that only uses the word in a quote or list, or if the page is purely an image with no textual discussion. Edge cases include pornographic or hate sites that mention the term—these are topically relevant but may be low quality or unsafe—and documents that use compound or misspelled forms (e.g., "homosexualitätsdiskurs" or "homosexuality") which should still be considered relevant if the core topic matches. Title and heading mentions usually indicate higher relevance than brief body mentions, and translations or synonym-heavy pages should be evaluated for depth of coverage rather than keyword presence alone.
67543	flüchtling	instruments_tools	The user is looking for information about refugees (Flüchtlinge), specifically research on improving healthcare and service structures for asylum seekers — in this case the RESPOND project at Heidelberg University Hospital, its goals to create evidence for more effective, efficient, and needs-based care, and the methods used (cognitive interviews in multiple languages with remote simultaneous interpreters).	A document is relevant to the keyword "Flüchtling" if it directly discusses refugees or asylum seekers (German: Flüchtlinge/Asylsuchende), their legal status, access to services (healthcare, housing, education), or policies and research aimed at improving their care. For example, the RESPOND paragraph is relevant because it explicitly targets Asylsuchende and describes a research project testing interview materials in multiple languages to improve healthcare provision. A document that only mentions migration broadly, tourists, or uses the string "flüchtig" in an unrelated sense would be non‑relevant, and reports that aggregate migrants without separating refugees may be only partially relevant. Edge cases include texts that use synonyms or foreign-language equivalents (refugee, refugiado, Schutzsuchende), studies of internally displaced persons or mixed-migrant flows (which can be relevant depending on scope), and methodological papers that include refugees as a minor subgroup rather than the main focus.
6763	psychotherapie	instruments_tools	The user is looking for a concise overview of psychotherapeutic assessment instruments—particularly German-language questionnaires used to screen and quantify problems like health anxiety/hypochondria (Whiteley Index), pathological worry and GAD (PSWQ, Münsteraner Sorgenfragebogen), irritation/stress reactions, workaholism, and broad psychosocial traits (Giessen Test short scales). They likely want to know what each tool measures, how it’s structured and validated, and how it’s used clinically for screening, differential diagnosis, and treatment planning.	A document is relevant to the query "psychotherapie" if it discusses psychotherapeutic assessment, diagnosis, treatment planning, referral to therapy, intervention methods, or outcome monitoring — for example descriptions of instruments used to identify patients who need psychotherapy or to track symptom change during therapy. Psychometric descriptions become clearly relevant when they are tied to clinical decisions: the Whiteley Index’s use to detect hypochondriacal beliefs for referral to specialized treatment or the PSWQ’s role in identifying excessive worry as a target for CBT are directly pertinent. By contrast, purely technical validation studies, isolated scale item lists, or descriptions of somatic-sensory questionnaires that do not link findings to therapeutic action are less relevant. Edge cases include German-language instrument manuals (language does not reduce relevance), preventive screening tools that recommend interventions (relevant), and historical DSM citations that affect diagnostic criteria used in therapy (relevant), whereas instruments presented only for research or psychometric benchmarking without clinical application are borderline or non-relevant.
718	turkey	instruments_tools	The user is seeking information about "turkey," an ambiguous term that could refer to the country Turkey, the bird (or its meat/dishes), or related topics like travel, history, recipes, or nutrition. They likely want concise facts, definitions, or practical guidance depending on which sense of the word they mean.	The single-word query "turkey" is ambiguous, so a relevant document clearly matches the intended sense — for example, a recipe describing roasting a turkey (including details like oven temperature and cooking time), an ornithology paper on Meleagris (wild or domesticated turkeys), or a travel advisory, history, or news piece about the country Turkey (capital Ankara, geopolitical coverage). Non-relevant documents either only mention "turkey" in passing or use unrelated senses or idioms (e.g., a sports article about a "turkey" in bowling, the phrase "turkey shoot," or an article about turkey vultures) that don’t match the user’s intent. Edge cases include documents using different spellings or languages (Türkiye, Turquía) that are still relevant to the country, pages about vegan substitutes like "tofurkey" which are only tangentially relevant to the bird, and scientific texts that use Latin names — these should be judged relevant if the surrounding context aligns with the user’s likely meaning. Finally, relevance depends on prominence and specificity: a page devoted to turkey topics is more relevant than a long article where "turkey" appears once without substantive information.
810	bildungsgrad	instruments_tools	The user wants a clear definition and translation of the German term "Bildungsgrad"—i.e., the level or degree of education—along with how it is measured or classified and common contexts or synonyms where the term is used.	A document is relevant for the keyword "bildungsgrad" if it explicitly discusses a person's or group's educational level or attainment, such as descriptions of primary/secondary/tertiary education, years of schooling, degrees, qualifications, or survey statistics measuring education. Relevant examples include demographic studies reporting average bildungsgrad, CVs and application forms listing an applicant's bildungsgrad, policy papers on education levels, and datasets using ISCED codes or years of schooling as proxies. Documents are non-relevant when the word appears only once in passing, in unrelated boilerplate or metadata, as an OCR/artifact error, or in contexts where "grad" means degree/angle/temperature rather than education. Edge cases include texts using synonyms or translations ("educational level," "Schulabschluss") that are conceptually relevant despite not containing the exact keyword, and bilingual documents where the German term appears alongside an English explanation; these should be considered relevant if the educational concept is clearly addressed.
9616	politikverdrossenheit	instruments_tools	The user is looking for a clear definition and overview of "Politikverdrossenheit" (political disaffection/cynicism), including its causes, consequences, and how it differs from related concepts. They also likely want information on how it is measured in surveys—e.g., the AUTNES short scale of political cynicism (KPZ)—and details about the scale’s theoretical basis and psychometric quality.	A document is relevant to the keyword "politikverdrossenheit" if it directly addresses political disaffection or cynicism — for example definitions, survey instruments (like the Kurzskala politischer Zynismus, KPZ), item wordings, sampling procedures, and psychometric results used to measure general mistrust of political authorities. Relevant examples include AUTNES reports describing the KPZ, papers evaluating its reliability and validity, or studies linking political cynicism to turnout and trust in institutions. Documents that discuss related constructs such as political apathy, alienation, or distrust can be partially relevant if they explicitly connect those concepts to measurement or to the same generalized skepticism toward officeholders. Non-relevant documents would be those that merely use the term metaphorically, focus on unrelated policy topics, or discuss cynicism in a purely philosophical or literary sense without empirical measurement. Edge cases include texts in other languages (German-language sources are often highly relevant), papers that only mention KPZ in passing, and studies that examine individual personality cynicism rather than system-directed politikverdrossenheit, which may be only tangentially useful.
